CNPJ,DENOM_SOCIAL,VL_PL,ADMIN,sinal_id,pilar,nome,severidade,peso,valor_observado,limiar,limiar_sentido,materialidade_regra,materialidade_rs,meses_consecutivos,persistencia_min_meses,persistencia_atendida,meses_com_disparo,ultimo_mes_disparo,tipo_evidencia
45445355000122,BEMOL CRÉDITO PESSOAL FIDC FINANCEIROS DE RESPONSABILIDADE LIMITADA,916110806.89,OLIVEIRA TRUST DTVM S.A.,DI-02,5. Integridade dos dados e reportes,Divergência entre direitos creditórios da tab I e das tabs V/VI,média,3,0.44175238975856757,0.4017465666657221,>=,DC >= R$ 50 mi,363609460.6299999,11,3,True,11,2026-06-30,derivado
45445355000122,BEMOL CRÉDITO PESSOAL FIDC FINANCEIROS DE RESPONSABILIDADE LIMITADA,916110806.89,OLIVEIRA TRUST DTVM S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,823106946.47,13,3,True,13,2026-06-30,observado
45521676000169,HAWKER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,407886725.37,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),407886725.37,13,3,True,13,2026-06-30,observado
45521676000169,HAWKER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,407886725.37,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,408704157.3,1,1,True,10,2026-06-30,observado
45521676000169,HAWKER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,407886725.37,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,408704157.3,13,3,True,13,2026-06-30,observado
45523699000102,VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,233574412.44,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,216762475.06,2,3,False,2,2026-06-30,derivado
45523699000102,VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,233574412.44,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,208206093.57,2,3,False,2,2026-06-30,observado
45598747000121,SUMUP SOLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILI,378059320.79,BANCO GENIAL S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,355103732.98,13,3,True,13,2026-06-30,derivado
45598747000121,SUMUP SOLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILI,378059320.79,BANCO GENIAL S.A.,PO-01,"8. PLD/FTP, lastro e movimentação",Giro anual da carteira no extremo do mercado,média,3,24.150061678546578,9.068093452089315,>=,carteira média 12m >= R$ 50 mi,8945881893.58,6,2,True,6,2026-06-30,derivado
45683314000174,JGP SECURITIZAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,286886659.07,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,GV-01,4. Governança e conflitos,Cotista de interesse em fundo não exclusivo com base pulverizada,alta,6,1.0,1.0,>=,PL >= R$ 50 mi,286886659.07,2,3,False,12,2026-06-30,observado
45683318000152,LETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HIGH YIELD - RESPONSABILIDADE LIMITADA,157783000.67,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,QA-02,1. Qualidade do ativo,Deterioração acelerada da inadimplência em 12 meses,alta,6,0.19609258544003216,0.1447869132832416,>=,DC (tab I) >= R$ 50 mi,39490060.221468076,3,2,True,3,2026-06-30,derivado
45683318000152,LETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HIGH YIELD - RESPONSABILIDADE LIMITADA,157783000.67,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,47769372.78,13,3,True,13,2026-06-30,derivado
45703190000141,SSA FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO NÃO PADRONIZADO,146882997.02,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,543527012.2,13,3,True,13,2026-06-30,observado
45703190000141,SSA FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO NÃO PADRONIZADO,146882997.02,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-06,5. Integridade dos dados e reportes,Carteira estagnada ao centavo por três meses ou mais,média,3,3.0,3.0,>=,carteira >= R$ 10 mi,543527012.2,1,1,True,1,2026-06-30,observado
45703190000141,SSA FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO NÃO PADRONIZADO,146882997.02,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,GV-04,4. Governança e conflitos,Vínculo nominal com grupo alcançado por medida do BCB/CVM,alta,6,1.0,1.0,>=,sem porte mínimo,146882997.02,13,1,True,13,2026-06-30,observado
45721977000136,MONARCA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA,183428652.55,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,CN-05,3. Concentração,Ativo composto quase inteiramente por cotas de outros FIDCs,baixa,1,0.9994458031842272,0.9968472480623022,>=,PL >= R$ 50 mi,183383560.73,9,3,True,12,2026-06-30,observado
45778027000148,INFRA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO,172341934.56,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),172341934.56,8,3,True,8,2026-06-30,observado
45778027000148,INFRA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO,172341934.56,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PO-04,"8. PLD/FTP, lastro e movimentação",Deságio anômalo em alienação a terceiros,média,3,0.4732767686532465,0.5,<=,alienação a terceiros >= R$ 1 mi,47349330.61999999,2,1,True,2,2026-06-30,observado
45880798000141,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QUASAR CREDIT SOLUTI,0.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,0.0,7,1,True,7,2026-06-30,observado
45880888000132,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRODUÇÃO I,1724292.45,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,71183382.34,1,3,False,10,2026-06-30,derivado
45880936000192,ABC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78780233.92,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,ES-03,2. Estrutura e subordinação,Colchão subordinado menor que a inadimplência líquida de provisão,crítica,10,1.0,1.0,>=,inadimplência líquida de provisão >= R$ 10 mi e sênior emitida,64697267.54,7,2,True,7,2026-06-30,derivado
45880936000192,ABC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78780233.92,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,GV-02,4. Governança e conflitos,Gestor e administrador na mesma pessoa jurídica,média,3,1.0,1.0,>=,PL >= R$ 50 mi,78780233.92,10,3,True,10,2026-06-30,observado
45880936000192,ABC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78780233.92,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,78780233.92,10,1,True,10,2026-06-30,observado
45880936000192,ABC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78780233.92,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,IC-03,7. Inconsistências contábeis e econômicas,Resultado positivo na sênior com inadimplência alta e provisão nula,alta,6,1.0,1.0,>=,inadimplência >= R$ 10 mi,64697267.54,2,2,True,4,2026-06-30,derivado
45880936000192,ABC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78780233.92,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,QA-01,1. Qualidade do ativo,Inadimplência abrangente no topo do mercado,alta,6,0.9352652593514404,0.3593440265166055,>=,DC (tab I) >= R$ 50 mi,64697267.54,13,3,True,13,2026-06-30,derivado
45880936000192,ABC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78780233.92,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,QA-03,1. Qualidade do ativo,Provisão nula diante de inadimplência material,alta,6,0.0,0.0,<=,inadimplência >= R$ 10 mi,64697267.54,8,3,True,8,2026-06-30,derivado
45880936000192,ABC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78780233.92,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,64697267.54,7,3,True,7,2026-06-30,derivado
45899684000143,LEGALCERT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO - PADRONIZADOS,-34713.39,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,34713.39,13,1,True,13,2026-06-30,observado
45899975000131,KRONOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,0.0,8,1,True,8,2026-06-30,observado
45938195000153,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADING I,-669555.74,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,669555.74,3,1,True,9,2026-06-30,observado
45938235000167,MAKENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,643719944.74,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,563595184.92,1,3,False,9,2026-06-30,observado
45938235000167,MAKENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,643719944.74,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PO-02,"8. PLD/FTP, lastro e movimentação",Rolagem elevada por recompra e substituição,alta,6,0.5272980447975448,0.38223524859727276,>=,carteira média 12m >= R$ 50 mi,307584130.08000004,13,2,True,13,2026-06-30,derivado
45963673000185,K-FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA CRÉDITO PESSOAL,62757211.36,BANCO GENIAL S.A.,DI-02,5. Integridade dos dados e reportes,Divergência entre direitos creditórios da tab I e das tabs V/VI,média,3,0.5240559712725993,0.4017465666657221,>=,DC >= R$ 50 mi,30619043.099999994,2,3,False,2,2026-06-30,derivado
45963700000110,TECNOMYL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO,83990025.47,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,83990025.47,2,1,True,2,2026-06-30,observado
45963809000157,PAYJOY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO,496711110.05,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,985292933.61,13,3,True,13,2026-06-30,derivado
45963809000157,PAYJOY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO,496711110.05,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,DI-02,5. Integridade dos dados e reportes,Divergência entre direitos creditórios da tab I e das tabs V/VI,média,3,1.3551514239988403,0.4017465666657221,>=,DC >= R$ 50 mi,566936422.19,13,3,True,13,2026-06-30,derivado
45963809000157,PAYJOY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO,496711110.05,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,QA-01,1. Qualidade do ativo,Inadimplência abrangente no topo do mercado,alta,6,0.5246719371932713,0.3593440265166055,>=,DC (tab I) >= R$ 50 mi,516955552.18,13,3,True,13,2026-06-30,derivado
46075436000140,CREDIT OPPORTUNITIES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,255962888.15,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),255962888.15,13,3,True,13,2026-06-30,observado
46082697000198,GARSON BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,8593039.08,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,IC-04,7. Inconsistências contábeis e econômicas,Colapso de patrimônio líquido em um único mês,alta,6,-0.5137117270898292,-0.49246291263188424,<=,PL do mês anterior >= R$ 10 mi,9077629.860000001,1,1,True,1,2026-06-30,derivado
46082763000120,MENTORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,286656199.11,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,256674587.89,13,3,True,13,2026-06-30,derivado
46082763000120,MENTORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,286656199.11,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ES-05,2. Estrutura e subordinação,Rentabilidade negativa na cota sênior,alta,6,-11.16,-3.561999999999999,<=,PL >= R$ 50 mi,138662580.87972093,1,2,False,1,2026-06-30,observado
46082763000120,MENTORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,286656199.11,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,QA-01,1. Qualidade do ativo,Inadimplência abrangente no topo do mercado,alta,6,0.3809396698511633,0.3593440265166055,>=,DC (tab I) >= R$ 50 mi,97777532.77,1,3,False,4,2026-06-30,derivado
46082763000120,MENTORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,286656199.11,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,QA-02,1. Qualidade do ativo,Deterioração acelerada da inadimplência em 12 meses,alta,6,0.29787838548001555,0.1447869132832416,>=,DC (tab I) >= R$ 50 mi,76457811.83442155,8,2,True,8,2026-06-30,derivado
46098560000121,AVANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,109390014.88,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,QA-02,1. Qualidade do ativo,Deterioração acelerada da inadimplência em 12 meses,alta,6,0.19481620431072588,0.1447869132832416,>=,DC (tab I) >= R$ 50 mi,19509984.914533358,1,2,False,3,2026-06-30,derivado
46157224000102,SOFISA  CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,206166722.5,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),206166722.5,13,3,True,13,2026-06-30,observado
46191210000105,SQUARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,112664748.65,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,112664748.65,7,1,True,7,2026-06-30,observado
46191210000105,SQUARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,112664748.65,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,JR-03,6. Risco judicial e regulatório,Classificação SCR concentrada em faixas E a H,alta,6,0.2542373361061387,0.14966251315747137,>=,DC >= R$ 50 mi,20301171.5,4,3,True,7,2026-06-30,observado
46230862000101,BIO-STARS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADO,118101092.88,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PO-02,"8. PLD/FTP, lastro e movimentação",Rolagem elevada por recompra e substituição,alta,6,0.5321023474259013,0.38223524859727276,>=,carteira média 12m >= R$ 50 mi,59571035.84,13,2,True,13,2026-06-30,derivado
46231870000172,DAVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - RESPONSABILIDADE LIMITADA,83718334.89,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,74971405.7,13,3,True,13,2026-06-30,observado
46231905000173,VAIL II PRECATÓRIO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,113549267.52,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,117774156.1,13,3,True,13,2026-06-30,observado
46231978000165,CASA DO PRECATÓRIO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PODER PÚBLICO RL,62788722.52,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,53088990.6,13,3,True,13,2026-06-30,observado
46285154000178,AZURE CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,76747081.56,BANCO DAYCOVAL S.A.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,76747081.56,3,1,True,3,2026-06-30,observado
46323112000184,AUGME K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,0.0,BANCO DAYCOVAL S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,0.0,5,1,True,5,2026-06-30,observado
46323185000176,OPI MULTISEGMENTO FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA,104786434.17,BANCO DAYCOVAL S.A.,CN-05,3. Concentração,Ativo composto quase inteiramente por cotas de outros FIDCs,baixa,1,0.9993754645761876,0.9968472480623022,>=,PL >= R$ 50 mi,104747650.38,11,3,True,12,2026-06-30,observado
46323185000176,OPI MULTISEGMENTO FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA,104786434.17,BANCO DAYCOVAL S.A.,ES-01,2. Estrutura e subordinação,Subordinação no fundo da distribuição do mercado,alta,6,0.013274458483264553,0.0330676045540233,<=,PL >= R$ 50 mi,103395451.00007506,13,3,True,13,2026-06-30,derivado
46339885000159,V8 GTO CIC DE CLASSES DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,131399202.4,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,GV-01,4. Governança e conflitos,Cotista de interesse em fundo não exclusivo com base pulverizada,alta,6,1.0,1.0,>=,PL >= R$ 50 mi,131399202.4,13,3,True,13,2026-06-30,observado
46390338000106,VTR OP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABI,54436245.33,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-05,3. Concentração,Ativo composto quase inteiramente por cotas de outros FIDCs,baixa,1,0.9978461633678312,0.9968472480623022,>=,PL >= R$ 50 mi,54322732.97,1,3,False,1,2026-06-30,observado
46437965000147,W CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,0.0,BANCO DAYCOVAL S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,0.0,5,1,True,6,2026-06-30,observado
46442274000131,FARM III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,85221003.11,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,ES-05,2. Estrutura e subordinação,Rentabilidade negativa na cota sênior,alta,6,-22.96,-3.561999999999999,<=,PL >= R$ 50 mi,85221003.10421118,1,2,False,3,2026-06-30,observado
46449843000170,SPS ALGARVE DELTA CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA,282130262.87,BANCO DAYCOVAL S.A.,CN-01,3. Concentração,Cedente único dominante,média,3,99.95,98.836,>=,DC >= R$ 50 mi,281836792.47931504,13,3,True,13,2026-06-30,observado
46449843000170,SPS ALGARVE DELTA CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA,282130262.87,BANCO DAYCOVAL S.A.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9990.0025,9774.09064,>=,DC >= R$ 50 mi,281977781.37,13,3,True,13,2026-06-30,derivado
46449843000170,SPS ALGARVE DELTA CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA,282130262.87,BANCO DAYCOVAL S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,281977781.37,13,3,True,13,2026-06-30,derivado
46449843000170,SPS ALGARVE DELTA CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA,282130262.87,BANCO DAYCOVAL S.A.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,281977781.37,13,3,True,13,2026-06-30,observado
46473452000191,MILENIO ATIVY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,66052437.42,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,66545459.11,2,1,True,5,2026-06-30,observado
46473452000191,MILENIO ATIVY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,66052437.42,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,DI-02,5. Integridade dos dados e reportes,Divergência entre direitos creditórios da tab I e das tabs V/VI,média,3,1.1038249923045726,0.4017465666657221,>=,DC >= R$ 50 mi,73454540.89,2,3,False,5,2026-06-30,derivado
46655552000139,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BULLLA CARTÕES RESPONSABILIDADE LIMITADA,763807133.95,OLIVEIRA TRUST DTVM S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,654574910.24,13,3,True,13,2026-06-30,derivado
46655552000139,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BULLLA CARTÕES RESPONSABILIDADE LIMITADA,763807133.95,OLIVEIRA TRUST DTVM S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,646722012.94,13,3,True,13,2026-06-30,observado
46711630000175,CHEMICAL XII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA,116020959.44,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,JR-04,6. Risco judicial e regulatório,Classe ou fundo em liquidação com patrimônio relevante,alta,6,1.0,1.0,>=,PL >= R$ 10 mi,116020959.44,13,1,True,13,2026-06-30,observado
46711630000175,CHEMICAL XII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA,116020959.44,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PO-01,"8. PLD/FTP, lastro e movimentação",Giro anual da carteira no extremo do mercado,média,3,12.794999608590551,9.068093452089315,>=,carteira média 12m >= R$ 50 mi,5528985005.860001,13,2,True,13,2026-06-30,derivado
