CNPJ,DENOM_SOCIAL,VL_PL,ADMIN,sinal_id,pilar,nome,severidade,peso,valor_observado,limiar,limiar_sentido,materialidade_regra,materialidade_rs,meses_consecutivos,persistencia_min_meses,persistencia_atendida,meses_com_disparo,ultimo_mes_disparo,tipo_evidencia
62627243000101,LEVER I FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,82860747.91,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9775.2769,9774.09064,>=,DC >= R$ 50 mi,81921875.11,1,3,False,1,2026-06-30,derivado
62627243000101,LEVER I FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,82860747.91,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ES-01,2. Estrutura e subordinação,Subordinação no fundo da distribuição do mercado,alta,6,0.02448776990580787,0.0330676045540233,<=,PL >= R$ 50 mi,80831672.9808,9,3,True,9,2026-06-30,derivado
62627291000108,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,410773065.35,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,503447432.06,5,3,True,5,2026-06-30,derivado
62627291000108,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,410773065.35,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,340980732.63,3,1,True,4,2026-06-30,observado
62627291000108,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,410773065.35,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-02,5. Integridade dos dados e reportes,Divergência entre direitos creditórios da tab I e das tabs V/VI,média,3,0.4764688555182779,0.4017465666657221,>=,DC >= R$ 50 mi,162466699.43,3,3,True,3,2026-06-30,derivado
62637894000182,VERDES CAMPOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,77673321.21,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,77707880.24,1,1,True,3,2026-06-30,observado
62681110000113,ÁSIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1337788554.49,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),1337788554.49,10,3,True,10,2026-06-30,observado
62681110000113,ÁSIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1337788554.49,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,1338648590.14,10,3,True,10,2026-06-30,derivado
62681110000113,ÁSIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1337788554.49,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,1338648590.14,10,3,True,10,2026-06-30,observado
62690693000149,FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,658827258.1,INTEGRAL ACCESS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),658827258.1,7,3,True,7,2026-06-30,observado
62690693000149,FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,658827258.1,INTEGRAL ACCESS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,618521505.56,7,3,True,7,2026-06-30,derivado
62690693000149,FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,658827258.1,INTEGRAL ACCESS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,617591011.1,7,3,True,7,2026-06-30,observado
62705336000107,SALVADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CONSIGNADO RESPONSABILIDADE LIMITADA,446968167.76,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,447838960.95,1,3,False,1,2026-06-30,derivado
62705336000107,SALVADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CONSIGNADO RESPONSABILIDADE LIMITADA,446968167.76,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,435770649.16,2,3,False,2,2026-06-30,observado
62729814000119,DIRECIONAL RECEBÍVEIS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE  RESP LTDA,267236880.65,OLIVEIRA TRUST DTVM S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,275221967.68,7,3,True,7,2026-06-30,derivado
62729814000119,DIRECIONAL RECEBÍVEIS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE  RESP LTDA,267236880.65,OLIVEIRA TRUST DTVM S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,260285171.94,7,3,True,7,2026-06-30,observado
62790827000101,MRV PRÓ  SOLUTO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IMOBILIÁRIOS DE RESP LIMITADA,299790011.19,OLIVEIRA TRUST DTVM S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,340222147.49,7,3,True,8,2026-06-30,derivado
62790827000101,MRV PRÓ  SOLUTO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IMOBILIÁRIOS DE RESP LIMITADA,299790011.19,OLIVEIRA TRUST DTVM S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,295544550.03,7,3,True,8,2026-06-30,observado
62800204000164,DOMINUS WISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,38834134.3,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,53612188.29,1,1,True,2,2026-06-30,observado
62837773000184,JACARANDÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ECO INVEST BRASIL DE RESP LIMITADA,548942005.71,INTRAG DTVM LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),548942005.71,9,3,True,9,2026-06-30,observado
62838025000116,ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2004513902.3,INTRAG DTVM LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),2004513902.3,7,3,True,7,2026-06-30,observado
62838025000116,ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2004513902.3,INTRAG DTVM LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,1815548371.9,7,3,True,7,2026-06-30,derivado
62838025000116,ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2004513902.3,INTRAG DTVM LTDA.,QA-04,1. Qualidade do ativo,Inadimplência exatamente zero em carteira grande e concentrada,alta,6,1.0,1.0,>=,DC >= R$ 428 mi (p90 do mercado) e cedente máximo >= 50%,1815548371.9,1,3,False,2,2026-06-30,derivado
62913497000196,PNT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,0.0,6,1,True,6,2026-06-30,observado
62913515000130,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SERRAMBI RECEBÍVEIS COMERCIAIS RESP. LIMITADA,100742514.98,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,JR-03,6. Risco judicial e regulatório,Classificação SCR concentrada em faixas E a H,alta,6,0.5827130238170939,0.14966251315747137,>=,DC >= R$ 50 mi,49797009.9,1,3,False,1,2026-06-30,observado
62918704000103,ATLÂNTICO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,88646803.91,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-01,3. Concentração,Cedente único dominante,média,3,99.28,98.836,>=,DC >= R$ 50 mi,87376240.852016,5,3,True,5,2026-06-30,observado
62918704000103,ATLÂNTICO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,88646803.91,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9856.5184,9774.09064,>=,DC >= R$ 50 mi,88009912.22,5,3,True,5,2026-06-30,derivado
62946467000186,SANE & PETRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,0.0,1,1,True,1,2026-06-30,observado
62951957000170,SANTA LÚCIA FUNDO DE INVESTIMENTO EM DIREITOS  CREDITORIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,11796608.64,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,ES-03,2. Estrutura e subordinação,Colchão subordinado menor que a inadimplência líquida de provisão,crítica,10,1.0,1.0,>=,inadimplência líquida de provisão >= R$ 10 mi e sênior emitida,11750590.840000087,1,2,False,1,2026-06-30,derivado
62951957000170,SANTA LÚCIA FUNDO DE INVESTIMENTO EM DIREITOS  CREDITORIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,11796608.64,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,IC-03,7. Inconsistências contábeis e econômicas,Resultado positivo na sênior com inadimplência alta e provisão nula,alta,6,1.0,1.0,>=,inadimplência >= R$ 10 mi,11775304.33,1,2,False,1,2026-06-30,derivado
62951957000170,SANTA LÚCIA FUNDO DE INVESTIMENTO EM DIREITOS  CREDITORIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,11796608.64,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,QA-03,1. Qualidade do ativo,Provisão nula diante de inadimplência material,alta,6,0.0,0.0,<=,inadimplência >= R$ 10 mi,11775304.33,1,3,False,1,2026-06-30,derivado
63016425000109,ALCÁCER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,256243155.75,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),256243155.75,1,3,False,1,2026-06-30,observado
63066147000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INCLUSÃO CREDIÁRIA RESPONSABILIDADE LIMITADA,156443253.15,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,145661706.47,2,1,True,2,2026-06-30,observado
63070011000168,FIONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,192413380.92,OLIVEIRA TRUST DTVM S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),192413380.92,9,3,True,9,2026-06-30,observado
63113571000152,GALAPAGOS ARCESP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,165293650.88,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-01,3. Concentração,Cedente único dominante,média,3,99.36,98.836,>=,DC >= R$ 50 mi,162947510.6112,3,3,True,3,2026-06-30,observado
63113571000152,GALAPAGOS ARCESP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,165293650.88,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9872.409599999999,9774.09064,>=,DC >= R$ 50 mi,163997092.0,3,3,True,3,2026-06-30,derivado
63121566000191,SIENA FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,0.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,0.0,1,1,True,1,2026-06-30,observado
63123419000150,77SOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,41254406.98,OLIVEIRA TRUST DTVM S.A.,DI-04,5. Integridade dos dados e reportes,Soma das séries de cotas incompatível com o patrimônio líquido,média,3,0.15174856224733085,0.10533478935286547,>=,PL >= R$ 10 mi,6260296.94558125,4,2,True,4,2026-06-30,derivado
63168433000170,LARCA AURORA FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS CONSIGNADO DE RESPONSABILIDADE  LIMITADA,279033501.11,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,244243876.98,6,3,True,6,2026-06-30,derivado
63168433000170,LARCA AURORA FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS CONSIGNADO DE RESPONSABILIDADE  LIMITADA,279033501.11,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,243021002.71,2,3,False,2,2026-06-30,observado
63218738000140,ESTALEIRINHO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55507370.47,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,ES-01,2. Estrutura e subordinação,Subordinação no fundo da distribuição do mercado,alta,6,0.0005765298919625416,0.0330676045540233,<=,PL >= R$ 50 mi,55475368.81190678,3,3,True,3,2026-06-30,derivado
63296865000167,ICRED FGTS 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,96825558.24,OLIVEIRA TRUST DTVM S.A.,ES-01,2. Estrutura e subordinação,Subordinação no fundo da distribuição do mercado,alta,6,0.017389894895487847,0.0330676045540233,<=,PL >= R$ 50 mi,86516011.15919611,6,3,True,6,2026-06-30,derivado
63321684000143,PINE INSS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,1019657420.09,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,954345222.87,7,3,True,7,2026-06-30,derivado
63321684000143,PINE INSS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,1019657420.09,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,951434183.84,2,3,False,4,2026-06-30,observado
63322011000108,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS STELLANTIS MOBILITY II - RESPONSABILIDADE LIMITADA,731257888.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,734942236.37,7,3,True,7,2026-06-30,derivado
63322011000108,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS STELLANTIS MOBILITY II - RESPONSABILIDADE LIMITADA,731257888.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,720315606.45,3,1,True,5,2026-06-30,observado
63322011000108,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS STELLANTIS MOBILITY II - RESPONSABILIDADE LIMITADA,731257888.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,720315606.45,3,3,True,5,2026-06-30,observado
63350255000102,MERCADO CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,157903052.35,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,ES-03,2. Estrutura e subordinação,Colchão subordinado menor que a inadimplência líquida de provisão,crítica,10,1.0,1.0,>=,inadimplência líquida de provisão >= R$ 10 mi e sênior emitida,38514677.89954314,1,2,False,1,2026-06-30,derivado
63350255000102,MERCADO CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,157903052.35,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,QA-01,1. Qualidade do ativo,Inadimplência abrangente no topo do mercado,alta,6,0.895126512796796,0.3593440265166055,>=,DC (tab I) >= R$ 50 mi,138641948.48,7,3,True,7,2026-06-30,derivado
63350255000102,MERCADO CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,157903052.35,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,QA-03,1. Qualidade do ativo,Provisão nula diante de inadimplência material,alta,6,0.0,0.0,<=,inadimplência >= R$ 10 mi,138641948.48,7,3,True,7,2026-06-30,derivado
63358336000140,IMPAR PGEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AÇÕES JUDICIAIS,11081930.71,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,PO-05,"8. PLD/FTP, lastro e movimentação",Cedente pessoa física com participação relevante,média,3,37.87,20.0,>=,DC >= R$ 10 mi,4146887.941168,1,3,False,1,2026-06-30,observado
63358336000140,IMPAR PGEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AÇÕES JUDICIAIS,11081930.71,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,QA-03,1. Qualidade do ativo,Provisão nula diante de inadimplência material,alta,6,0.0,0.0,<=,inadimplência >= R$ 10 mi,10950324.64,4,3,True,4,2026-06-30,derivado
63358336000140,IMPAR PGEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AÇÕES JUDICIAIS,11081930.71,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,10950324.64,4,3,True,4,2026-06-30,derivado
63384189000183,NINFEIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,156174700.83,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,155882647.55,9,3,True,9,2026-06-30,observado
63395355000147,FUNDO DE INVESTIMENTO EM COTAS DOTZ NOVERDE DE FIDC - RESPONSABILIDADE LIMITADA,56928183.71,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,CN-05,3. Concentração,Ativo composto quase inteiramente por cotas de outros FIDCs,baixa,1,0.9973411188492195,0.9968472480623022,>=,PL >= R$ 50 mi,56798759.94,1,3,False,1,2026-06-30,observado
63395725000146,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DOTZ NOVERDE - RESPONSABILIDADE LIMITADA,255391245.82,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,287301800.45,2,3,False,2,2026-06-30,derivado
63396234000110,NEXA FORTIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,125248171.14,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-01,3. Concentração,Cedente único dominante,média,3,99.67,98.836,>=,DC >= R$ 50 mi,124421808.38269301,2,3,False,4,2026-06-30,observado
63396234000110,NEXA FORTIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,125248171.14,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9934.108900000001,9774.09064,>=,DC >= R$ 50 mi,124833759.79,2,3,False,4,2026-06-30,derivado
63428693000138,AVEIRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,160962870.99,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,161024348.42,1,1,True,3,2026-06-30,observado
63428693000138,AVEIRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,160962870.99,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,DI-06,5. Integridade dos dados e reportes,Carteira estagnada ao centavo por três meses ou mais,média,3,5.0,3.0,>=,carteira >= R$ 10 mi,161024348.42,3,1,True,3,2026-06-30,observado
63453654000190,CYGNUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,10743224.69,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,IC-04,7. Inconsistências contábeis e econômicas,Colapso de patrimônio líquido em um único mês,alta,6,-0.7215551930511931,-0.49246291263188424,<=,PL do mês anterior >= R$ 10 mi,27839734.740000002,1,1,True,1,2026-06-30,derivado
63453654000190,CYGNUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,10743224.69,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-04,6. Risco judicial e regulatório,Classe ou fundo em liquidação com patrimônio relevante,alta,6,1.0,1.0,>=,PL >= R$ 10 mi,10743224.69,7,1,True,7,2026-06-30,observado
63455599000178,SANTA VERÔNICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,66803835.82,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,66825333.35,1,1,True,1,2026-06-30,observado
63465818000108,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAGOYA - RESPONSABILIDADE LIMITADA,1245855236.41,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),1245855236.41,9,3,True,9,2026-06-30,observado
63465818000108,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAGOYA - RESPONSABILIDADE LIMITADA,1245855236.41,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,1245987236.41,9,3,True,9,2026-06-30,derivado
63465818000108,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAGOYA - RESPONSABILIDADE LIMITADA,1245855236.41,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,1245987236.41,9,3,True,9,2026-06-30,observado
