DENOM_SOCIAL,CNPJ,VL_PL,v_sub,v_tot,indice_subordinacao
BOMTRATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,32388176000159,171241189.77,171241189.76768696,171241189.76768696,1.0
REACH CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60095738000101,170586780.78,170586780.7805951,170586780.7805951,1.0
CELOSIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,54837785000180,170441347.34,0.0,170441347.33999172,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CONSÓRCIOS YELLOWSTONE - RESPONSABILIDADE LIMITADA,55013574000196,170317911.66,28850507.289974518,170317911.65693462,0.16939209158510046
SETENTRIONAL I FI EM COTAS DE FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA,58011272000177,170097931.06,,170097931.05996856,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIÓS ANTECIPA  RESPONSABILIDADE LIMITADA,34407714000130,169841163.37,169841163.36948535,169841163.36948535,1.0
SIRIUS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58321970000179,169664370.3,115731417.05959393,169664370.2994563,0.6821197453261924
EXCELLENCE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51540928000108,169475643.72,,169475643.46149224,
GONN III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,62222488000159,169285530.81,88733170.12998316,169285530.80038315,0.5241627545511546
DBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,55106118000190,169013209.68,39880147.37783896,169013209.68036166,0.23595875998840818
GALÁPAGOS DRAGON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,36729755000179,168711426.42,,168711426.38584656,
BRASFOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,18862277000199,168125075.96,96389513.76001817,168125075.96396023,0.57332026889719
ESTRATÉGIA ATIVOS JUDICIAIS II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37484246000196,167955386.73,0.0,167955386.4615,0.0
SAGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,58476088000100,167604412.23,64851305.04979022,167604412.22479022,0.3869307746076038
V CDT 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62552447000120,167490006.72,,167490006.7232434,
CRÉDITO CONSIGNADO PREFIXADO FI EM COTAS DE FI EM DIR CRED FINANCEIROS DE RESPONSABILIDADE LIMITADA,53189745000107,167330704.4,8409278.3827,167330704.35045263,0.05025544125534695
MTR CRÉDITOS SELECIONADOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,55125894000138,166774766.47,31990634.686398,166774766.47612542,0.19181939427855596
PONTUAL BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMIT,31844721000101,166559632.75,166559632.7489278,166559632.7489278,1.0
KASTEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55938045000101,166437821.33,165233134.61925012,166437821.32925013,0.9927619413641754
ITAÚ APALACHES SPECIALE PRIVATE MARKETS FIDC RESPONSABILIDADE LIMITADA,64989111000155,166420145.28,0.0,166420141.94455263,0.0
GAIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,40054828000147,166022451.9,,166022451.8954012,
XP PJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53405469000177,165407684.32,48872185.98071306,165407684.17895883,0.2954650276575844
IBITIPOCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,49427492000195,165395941.67,0.0,165395941.66879314,0.0
GALAPAGOS ARCESP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,63113571000152,165293650.88,38980234.78758155,165293651.059448,0.23582415015784408
SEGUE ÁRTICO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO  RESPONSABILIDADE LIMITADA,58215693000110,165241770.88,30416953.28001638,165241770.88014507,0.18407544967597045
CSHG JUGIS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,47984217000147,164984638.63,0.0,164984638.6108766,0.0
GRUPO CASAS BAHIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52667588000135,164893557.73,52433350.04697393,164893257.69988146,0.3179835899804145
PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA,27456204000198,164860734.48,82218459.45006596,164860734.47994304,0.4987146254650992
PBG SUPPLIERS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO,58922423000149,164840396.17,43991318.65999933,164840396.16989177,0.26687219687739616
KOLI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55929907000121,164267096.37,23820366.283932853,164220739.22991544,0.1450509015830419
PLGN VIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57619773000178,164220579.43,,164220579.8255467,
ORIZ JURI LSN IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,67220127000197,164174167.14,,164174167.13933396,
ROVENSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO  RESPONSABILIDADE LIMITADA,17198822000121,163904940.18,32634865.886528946,163904940.19044894,0.1991084945249908
CISS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRESTAÇÃO DE SERVIÇOS,52892178000198,163832261.94,47931367.1199417,163832261.93999046,0.2925636657418446
ARPOADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,21254851000130,163622797.73,0.0,163622797.61669105,0.0
UP.P III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,58893878000183,163520394.22,17890065.66994646,163520394.22022265,0.10940571514188524
PACIFIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34475959000103,163518121.08,55445403.19813437,87326600.23939091,0.6349199790915975
VERYON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,29077762000178,163296630.05,163296630.85484156,163296630.85484156,1.0
FORNECEDORES BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,26545451000106,163166250.25,163166238.0368016,163166238.0368016,1.0
CONTATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,29187006000100,163097214.97,74032417.71000221,163097214.9700032,0.45391589135116894
PARANÁ V PLUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO AGRO RESPONSABILIDADE LIMITADA,65952538000141,162962234.85,133047881.5100601,162962234.8500959,0.8164338297915887
ATLANTIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63977188000142,162751803.35,162751803.34892216,162751803.34892216,1.0
ANGÁ FGTS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55364540000146,162591663.09,17124166.029975,162591663.090975,0.10532007425493586
ARCELORMITTAL VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS - RESP LIMITADA,65873297000145,162575853.76,30287869.380123574,162575853.75516358,0.1862999251151809
MKL LEGAL CLAIMS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,65494608000165,162486340.1,162486340.09859544,162486340.09859544,1.0
ESTRATÉGIA ATIVOS JUDICIAIS III - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42513808000112,162450095.19,0.0,162450094.625,0.0
LESTE CREDIT MD PRECATÓRIOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,51507998000156,162289432.71,45023910.80989362,162289432.70997107,0.2774297134327672
JOURNEY CAPITAL CRÉDITO ESTRUTURADO 120 MASTER FI EM COTAS DE FI EM DIREITOS CREDITORIOS,47775400000132,162222364.75,,162222364.96795782,
XP PRECATÓRIOS FIC DE FIDC JUDICIAIS DE RESPONSABILIDADE LIMITADA,53267515000119,161856700.87,0.0,161856699.3494691,0.0
FAMCRED FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE LIMITADA,08621199000187,161827873.73,92892398.27000855,161827873.68161213,0.5740197665376824
STRUCTURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32999089000138,161729639.36,153816695.88906813,161729639.35904106,0.9510730160449679
TECNOMYL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - AGRONEGÓCIO,58396668000180,161719439.49,24588750.369993504,161719439.49435532,0.15204573084642525
FIC AJ BETA FUNDO DE INVESTIMENTO EM COTAS DE DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61102744000101,161560692.81,161560692.80967852,161560692.80967852,1.0
SBK CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,19932422000123,161507626.42,110140032.79720661,161507626.53700393,0.6819494234346376
EICON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61415547000142,161430685.28,9846203.419919189,176870655.09957737,0.05566894866972603
PJUS ABETO FIDC DE PRECATÓRIOS FEDERAIS DE RESPONSABILIDADE LIMITADA,56797968000145,161249639.39,56730149.56167738,161249639.249042,0.35181566809002596
ARTESANAL VP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,49879065000148,161157751.83,0.0,161157751.63395196,0.0
AVEIRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63428693000138,160962870.99,160962870.9886777,160962870.9886777,1.0
PINE LIFT I CARTÃO INSS FIDC - RESP LIMITADA,62543802000103,160667845.39,27595396.600032363,160667845.3903731,0.1717543204303518
FIDC MRFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,19117931000100,160517474.38,31996759.6143867,160517474.3882267,0.19933505517909852
CAPITAL ANNEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,12093804000161,160343792.94,157623446.05999926,160343792.93999925,0.9830342863286392
URBANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL,23773276000108,160242652.43,127065238.7200452,160242652.4300451,0.7929551638913135
GFS EXCELÊNCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,32024768000191,160025366.37,124760349.27935092,160025366.37200093,0.779628580817171
LD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,28152199000192,159964492.3,,159964492.29566658,
FUNDO DE INVESTIMENTO EM DIREITOS CREDI VAREJO BR,13767420000140,159397497.94,159397497.9399372,159397497.9399372,1.0
SOMAPAY CARTÃO CONSIGNADO PÚBLICO  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,55316469000126,159189935.48,68565695.32986915,159189935.48015338,0.43071627061760703
PCS II PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,47463381000109,159146352.18,,159146352.18213198,
ÉXES D90 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,38065069000176,158565031.13,,158565030.99582085,
DAYCOVAL CLASSIC ESTRUTURADO FIC DE FIDC DE RESPONSABILIDADE LIMITADA,38058318000104,158559557.08,158559557.00595874,158559557.00595874,1.0
AZ-ATHON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,52148267000124,158225833.91,158225833.91028,158225833.91028,1.0
MERCADO CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,63350255000102,157903052.35,100127270.58045685,157903052.35008857,0.6341059852248049
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PFN MT III RESPONSABILIDADE LIMITADA,56972378000101,157817430.27,36760522.67014618,157817430.26952973,0.23293068837430972
LETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HIGH YIELD - RESPONSABILIDADE LIMITADA,45683318000152,157783000.67,0.0,157783119.00000075,0.0
FATOR ORTHO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47756191000180,157628076.29,,157628076.56172964,
OPI CRÉDITO AGRÍCOLA FUNDO INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,49963418000193,157515922.16,,157515922.15970832,
LATACHE LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NÃO-PADRONIZADO,51752029000160,157358617.21,0.0,157358617.20880812,0.0
UVA MERLOT CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52015801000124,157231170.34,,157231170.33536392,
HARBOUR TRINIDAD FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,50695893000105,156831466.18,,156831466.66811222,
EXES CRÉDITO DIRETO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,35448908000147,156572049.24,54142393.292852946,156572049.242077,0.3457985863692891
SOFISA RECEBÍVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,28075236000106,156560274.06,,156560274.060397,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INCLUSÃO CREDIÁRIA RESPONSABILIDADE LIMITADA,63066147000102,156443253.15,81292572.48349294,156443271.11844087,0.5196297156299394
SUPER BOX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54028640000139,156416953.58,58645219.0435901,156416953.59622848,0.37492878933683665
NINFEIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63384189000183,156174700.83,,156174700.8300026,
GRÃO YIELD CLASSE DE INVESTIMENTO EM COTAS DE CLASSES DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42934790000122,156161063.86,0.0,156161064.19641238,0.0
LEX FINANCIAL INVESTMENTS FIC FIDC,25162160000168,155822003.65,0.0,155822003.64998174,0.0
RADIX OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,52588379000104,155699594.34,,155699594.34316024,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTIESTRATÉGIA II DE RESPONSABILIDADE  LIMITADA,31570816000184,155543794.7,36917765.9000224,155543794.69964534,0.23734643976836564
SÃO MARTINHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,32771763000122,155446814.96,145924212.2073782,155446814.95737743,0.9387404447456176
SALEM III CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41184857000196,155394232.0,,155394232.00369865,
ASSET BANK - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,44585287000134,155178258.73,,155178258.72974077,
LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS,51606193000160,155058530.08,0.0,135510516.96,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  FUTURO PREVIDENCIA CONSIGNADO PUBLICO IV RESP LTDA,59599914000163,154948511.59,56570845.34465839,154948511.59346673,0.3650944740474916
DIRECTCON FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,60777129000132,154708417.44,58611498.870008625,154708417.43981633,0.3788513892129321
PNEUCASH II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  CLASSE ÚNICA FECHADA RESP LIMITADA,65836995000170,154321628.99,30662317.480035003,153129896.940435,0.2002373023992966
VINCI CRÉDITO PORTFÓLIO CDI+ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56992610000173,154197008.11,154197008.10533208,154197008.10533208,1.0
JUGIS I PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47984241000186,154086454.1,0.0,154086454.09162876,0.0
AERIS FIDC - INDÚSTRIA E COMÉRCIO - RESPONSABILIDADE LIMITADA,54349601000133,153642697.13,90554073.65971828,153642697.1356352,0.5893809165545791
LC SFH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,43863266000170,153518417.09,0.0,153518415.08525804,0.0
ELDORADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,30127068000105,153306059.22,153306059.2174936,153306059.2174936,1.0
PBG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,55198653000119,153205043.24,25499781.209985,149998463.0602725,0.1700002832678269
LEGAL ONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,59843866000107,153081421.95,105641277.11689468,153081421.949875,0.6900986140008935
EMUNAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,38314663000153,153012233.43,78813670.996511,153012232.24612743,0.5150808522924851
PSS PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,32388184000103,152694861.29,152694861.28961343,152694861.28961343,1.0
BARCELONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,37651102000187,152281950.83,78177681.9199397,152281950.8297995,0.513374575870231
EVOLUX CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,63618462000197,152114009.74,152114009.73998323,152114009.73998323,1.0
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54219179000100,151890811.96,8801192.709978115,151900811.9605531,0.05794039278910295
BRISTOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,33499726000170,151656896.17,64344629.58009268,151656895.2999368,0.42427763968684845
STARS BANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,52304780000167,151637878.52,77479529.13809672,151637875.3677905,0.5109510335077816
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BZR IV,58598420000100,151218155.79,,151218155.78960153,
GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47167918000193,151199850.68,151481870.08011305,151481870.08011305,1.0
PSS ESPECTRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53961195000100,151186365.26,151186365.25917116,151186365.25917116,1.0
M M CA FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,49793563000173,150919281.21,,150919281.33162248,
EXPLORER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,33823944000118,150730626.73,26499290.35000135,150730626.72956586,0.17580561379569654
AQUIRAZ FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,26207801000116,150614162.77,69472459.79080105,150614161.02353305,0.4612611411748074
LCM OSÍRIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,66127332000140,150596474.39,,150596473.69386902,
SELECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,23104468000121,150410535.29,,150410535.28971323,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS SKYFALL DE RESPONSABILIDADE LIMITADA,53030845000196,150394351.63,29516546.97315549,150394344.52961543,0.1962610167654485
ST 1019.A FIDC RESPONSABILIDADE LIMITADA,60882563000182,150356762.36,104283069.15928194,150356762.35943195,0.6935708612160084
ORIZ JUS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,61631300000163,150177342.33,,150177342.32943463,
BW 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55234575000160,149663994.26,,149663994.2610661,
URANO FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,54501301000128,149657583.31,0.0,149657583.30928436,0.0
GTCS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57107628000108,149471949.4,149471949.39760327,149471949.39760327,1.0
SOLIS TAURI FEEDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,28787922000100,149292893.82,,149292893.93585354,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COBUCCIO INSS,63931003000169,149131555.17,29761832.190009356,149131555.16952935,0.1995676378227048
JGP ESTRUTURADOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,50198834000121,148711484.28,0.0,148711484.27000192,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLAIMS S1,35688101000181,148669339.97,0.0,148669339.22302324,0.0
FIDC GUARDIAN INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,53211671000168,148630070.82,47966547.030083776,148630070.8200004,0.3227243771428598
ALDEBARAN IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,63728565000100,148419679.36,22548283.07000035,148419679.35799092,0.15192246181595292
NOVO HORIZONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45207507000159,148370880.53,,148370880.53085914,
BRM CARBYNE CRÉDITO ESTRUTURADO FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,63649987000190,147994933.76,,147994933.76059103,
HC HIDROCARBON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,37388031000171,147960149.04,0.0,147960149.03998688,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  SIGA ENERGIA PORTFÓLIO DE RESPONSABILIDADE  LIMITADA,53523699000130,147842692.85,0.0,147842692.85997164,0.0
MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,14606072000191,147835225.3,,147835225.29999247,
NORTH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,54792266000143,147774689.39,,147774689.07400668,
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52273542000131,147732108.15,85738193.96845636,147732109.92331985,0.5803626172601113
IS GREEN SOLFÁCIL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,49920525000134,147651064.59,48951856.72994335,147651064.58931836,0.33153744516573375
BRAVANO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS,54114034000136,147501531.31,0.048884204941905,147501531.30797186,3.31414897922914e-10
IUGU I UR - FIDC - UNIDADE DE RECEBÍVEIS  RESPONSABILIDADE LIMITADA,45019334000145,147341700.76,6848389.059806247,137726105.52568126,0.049724698405337935
BTG DESENVOLVE SP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,60485375000110,147259302.02,88652649.4541232,147259302.02041924,0.6020173139339643
AUGME 360 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,62082503000100,147131311.99,147083727.4264051,147083727.4264051,1.0
NOVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  SERVIÇOS RESPONSABILIDADE LIMITADA,57506211000118,147092432.49,68164734.29011889,147092432.48997757,0.4634142840405024
SSA FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO NÃO PADRONIZADO,45703190000141,146882997.02,0.0,146882997.02000016,0.0
PRAVALER CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,34408539000104,146783175.86,26236819.852195162,146783175.86119014,0.17874541614365116
BRADESCO ATHOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,60759253000175,146698760.62,0.0,146698760.61750144,0.0
RIGEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,50739342000104,146681617.49,146681617.489416,146681617.489416,1.0
UP.P II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,53109903000171,146633199.97,15498897.289952526,146633199.97046733,0.10569841818274499
CLÁSSICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,54591932000185,146593727.9,146593727.89999965,146593727.89999965,1.0
BANCOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51555510000166,146432082.35,,146432082.34985498,
CARMELO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62344612000159,146293737.45,54783865.13000149,146293737.44977695,0.3744785394440343
CREDIT PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA,12813209000153,145968018.22,145968018.2199632,145968018.2199632,1.0
DIRETA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL DE CLASSE  ÚNICA FECHADA,51030944000142,145818010.18,90960703.37332758,145818010.18312907,0.6237960815614778
SEED FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,46390186000133,145487429.59,145487429.58947477,145487429.58947477,1.0
TIVIO ALT CREDITO HIGH YIELD 180 FI EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,58038938000180,145438042.93,0.0,145438042.92999977,0.0
MR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,22175405000101,145164202.12,61476488.20999865,145164202.1199906,0.42349620162678325
XP VINTAGE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA OUTROS RL,62359143000141,145041562.65,36298861.439925,145041562.6472344,0.25026523968312425
NEW TRADE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,60647052000186,144706304.81,77138123.16989703,144706304.809882,0.533066774604207
