DT_COMPTC,n_veiculos,n_classes,n_fundos_legado,pl_total,dc_com_risco,dc_sem_risco,cotas_fidc_detidas,n_informou_cotas_fidc,n_informou_cotas_fidc_np,pl_liquido_circular,pl_exclusivos,pl_cotistas_interesse_unico,parcelas_inad_com_risco,parcelas_inad_sem_risco,n_cotistas,indice,pl_total_real_jun26
2023-07-31,2087,1,2086,418108072775.79,206260346058.62006,127351929153.24002,16078505880.169998,2087,2087,402029566895.62,111864079727.28003,161269450818.52002,2342366986.0800004,1899398516.2500002,53490.0,1.865568201912327,479836127174.8088
2023-08-31,2129,1,2128,416972340043.30023,210195959802.6601,124363596309.96999,18015349083.530003,2129,2129,398956990959.7702,93416814448.96999,141638080272.80002,2506210220.3,1904483843.5799994,55263.0,1.8698590087767253,477434619098.98126
2023-09-30,2276,1,2275,424424330784.87,221982077131.38004,123611160709.35995,18066041904.79,2276,2276,406358288880.08,94446301931.8,143218807600.39,1972975338.6799996,1658949772.9899998,55081.0,1.8747206421995446,484706933520.896
2023-10-31,2270,0,2270,434140285699.9101,218088680302.85,136545269821.13998,28397908251.989998,2270,1,405742377447.9201,106341584959.54001,150490719941.11002,2365166057.5299997,1602480859.5899997,56065.0,1.8792199717408233,494615804553.0912
2023-11-30,2272,1,2271,448480871448.30005,224184940155.80002,136188110906.15002,28079218408.04999,2272,1,420401653040.25006,111659635376.95999,151618212862.62003,2363377815.109999,1592706609.25,57362.0,1.8844817876616975,509527349952.02026
2023-12-31,2404,1,2403,485359225501.6001,252570598144.82,135226321166.02994,38611923671.59001,2404,2,446747301830.0101,111922995147.84999,156823351262.3,3108247589.65,1619173091.74,61730.0,1.8950348856726031,548354738362.0664
2024-01-31,2425,1,2424,494413530821.26996,253512656175.13007,129281687801.78996,42482390461.09,2425,0,451931140360.17993,95307145901.90997,157516911756.54007,4596917862.799999,1536994328.5100002,57540.0,1.9029940321924281,556247974262.8846
2024-02-29,2447,1,2446,494426366183.30005,252534630386.05997,131981603101.86996,44462980306.11,2447,0,449963385877.19006,86886848129.06001,150726068970.43997,4491568636.779999,1570479277.6800003,63046.0,1.9187888826596253,551683442324.1478
2024-03-31,2490,1,2489,501222302277.3298,269736976060.06,130039450736.48001,46127308362.53999,2490,0,455094993914.7898,92276594190.16002,146951465569.95,4800356404.169999,1521476685.0799997,70320.0,1.9218589448718808,558372985444.2533
2024-04-30,2538,1,2537,543418901727.01013,267491033833.20996,149400246855.02997,49670356747.259995,2538,0,493748544979.7501,125654335505.86,163616552051.50998,3426571135.39,1675122044.7900002,78828.0,1.929162008862394,603089212966.519
2024-05-31,2612,0,2612,550993351468.9901,269036236875.0199,151868220897.77,53766287150.380005,2612,0,497227064318.6101,121272246283.23001,161438527888.10004,3663651461.23,1838325629.15,80321.0,1.9380361541031608,608695379188.2263
2024-06-30,2682,0,2682,555720900577.7101,275442481117.4,153558959147.2,58411562607.31001,2682,0,497309337970.4001,107181674081.40999,106781093068.64996,3148701319.4900007,1611254813.1399996,90299.0,1.9421060300267774,612631488308.1796
2024-07-31,2744,1,2743,610275418185.8599,277686541951.97,186587035880.73,63566460967.29999,2744,0,546708957218.5599,148428934573.76,105723237427.94003,5766067810.68,1742245151.44,88068.0,1.9494860329408792,670225997749.3668
2024-08-31,2810,1,2809,623507211137.1803,278985273780.77,193378078449.25998,66877122978.09001,2810,0,556630088159.0903,153241141174.72,102157735800.87,6164821511.450001,1858894479.5799997,99185.0,1.949096135734291,684894598570.5073
2024-09-30,2881,1,2880,638307145882.99,282942682197.3899,195669040814.3,71320276194.89003,2881,0,566986869688.1,149026635812.4,93379351919.37001,6299163370.080002,2102889686.3099995,103457.0,1.9576721587315218,698080108059.2761
2024-10-31,3007,1814,1193,678424018006.2797,289060521011.68994,206670239800.57,86381770891.27002,3007,0,592042247115.0096,167006969317.71002,93933247678.37003,6207412443.84,1976052235.0899997,118352.0,1.9686351228204184,737821840005.1051
2024-11-30,3061,2157,904,695585065076.7596,291524772601.9002,212813573009.26007,86199580607.59001,3061,0,609385484469.1697,157459884927.33,93962495461.61002,6305535164.009999,1867561721.83,143898.0,1.976312799799418,753546550710.9889
2024-12-31,3140,2917,223,731837114451.0802,318117556253.20996,231799112608.7,97113796772.31,3140,0,634723317678.7703,157636757631.37,93008790853.35002,6264049860.129998,2141638490.0399995,148582.0,1.9865896263583753,788718065103.673
2025-01-31,3195,3025,170,734755924722.76,323861659529.73016,222027825398.46,104735958988.85,3195,0,630019965733.91,198760204565.41998,86595686603.02,6695961266.329997,1790345881.8799996,166088.0,1.9897681697605487,790598777516.1268
2025-02-28,3257,3099,158,744450094448.0002,331570986242.27,222329600474.12,106741098340.86,3257,0,637708996107.1403,211543331362.5299,87973830011.92998,6687471848.179996,1930230781.46,174762.0,2.0158341327844123,790671920486.5057
2025-03-31,3319,3176,143,752298725521.7605,342413919401.1997,218052045308.35992,112387965823.30002,3319,0,639910759698.4604,208711045729.19998,88477043516.47,5497115228.620002,2168429188.5599995,192590.0,2.027122803928005,794558334997.927
2025-04-30,3391,3234,157,768380049913.8901,347039843135.19995,216893576244.81006,118851546097.56998,3391,0,649528503816.3202,209795241594.63,88861892740.29001,5469978576.350002,2272424397.6000004,206907.0,2.035839431984895,808068317532.1168
2025-05-31,3467,3311,156,785416822451.8397,358420017328.62006,211342806626.7501,127160842939.48999,3467,0,658255979512.3497,207603768423.87,86242043154.37001,5552462458.87,2038932326.2400002,234564.0,2.0411326145080557,823843079250.2955
2025-06-30,3592,3400,192,857924084454.7001,375163626213.8201,212496525592.69998,136555377604.25003,3592,0,721368706850.4501,231252848967.30008,96494166170.08002,4932838293.560003,2373012422.8199997,275231.0,2.046031332782875,897743151366.494
2025-07-31,3647,3515,132,869813281216.2306,378773837927.40027,206954977281.21002,141573904250.41003,3647,0,728239376965.8206,231892580841.26993,98888275381.14001,4573035356.610001,1993830153.67,330109.0,2.0513510142481106,907823822753.9347
2025-08-31,3717,3591,126,876494622995.9404,381496868984.3302,210978996864.1601,150306662862.81992,3717,0,726187960133.1205,186359176564.95,158514479136.34998,4658740544.559999,2031314928.8899999,374157.0,2.0490945281324375,915804521847.8674
2025-09-30,3758,3669,89,887180603637.04,377085415188.6798,209309283908.21008,155279448843.66,3758,0,731901154793.38,159997144925.28003,164890457480.80997,4802697683.580001,2315204965.21,358546.0,2.0589301818674732,922541558450.6104
2025-10-31,3829,3790,39,892241605873.2202,404520661189.06006,208465360594.09003,159915447074.36005,3829,0,732326158798.8601,156653103016.17996,166831309142.65,4463670068.01,1925997362.8099997,365053.0,2.060783219031154,926970007454.6698
2025-11-30,3884,1830,2054,905552158050.2201,408723304488.6398,222603102720.78003,166640478365.34006,3884,0,738911679684.88,136775925227.35,178681774104.39996,4378120598.260001,2003160068.6199994,375158.0,2.06449262882541,939108246659.4883
2025-12-31,4013,2124,1889,919272959225.6398,419212849346.03,222229642055.8,169511625779.43,4013,0,749761333446.2097,179111904430.75,173050290708.4001,4857831097.29,3840157299.020001,387385.0,2.071305454500534,950201819050.0864
2026-01-31,4074,3445,629,910317119933.9902,410538175852.6801,228807784854.91,150262608185.05994,4074,0,760054511748.9303,180709193406.24,167948051493.01007,4955881001.17,3714726981.0299997,400002.0,2.078140762500386,937849757115.5458
2026-02-28,4103,4086,17,907119298550.9095,413583828336.8698,229356713977.94,151125618016.02,4103,0,755993680534.8895,167614370666.16006,135862265873.42998,5020485506.799998,3285490170.24,409236.0,2.0926877478378882,928058805648.3499
2026-03-31,4154,4133,21,923400425872.9001,424794010146.70013,232467916002.83002,151374627493.44998,4154,0,772025798379.4502,158768459374.41,136982758865.07004,5501686064.8,3577232598.33,423474.0,2.1111034000188615,936474780640.1198
2026-04-30,4228,4202,26,964923924151.3701,444360317865.91003,243148999318.51996,156258484759.26996,4228,0,808665439392.1001,163508831183.86005,140405001088.97003,5613996732.889999,2647376749.9299994,441347.0,2.1252477927989877,972073315684.1064
2026-05-31,4261,4238,23,972904981962.4396,440248923951.9802,248471535659.07007,157065103260.61005,4261,0,815839878701.8296,158158267870.03998,135667758456.70999,4826455425.120001,1705589764.69,453061.0,2.137574229997222,974461629933.5795
2026-06-30,4327,4309,18,999497428095.2,447609118499.55975,262130153977.34998,161642694492.30005,4327,0,837854733602.8999,152989756579.13004,135751480503.89001,5007209177.559999,1937223491.64,461515.0,2.1409943487652177,999497428095.2
2026-07-31,4206,4189,17,950530392518.6,394040640619.75995,269555523133.86,163271381751.71997,4206,0,787259010766.88,135028519714.48996,107575011979.79002,4119198100.9300003,2003977122.3199997,480449.0,2.142493044809353,949865486677.9255
