CNPJ,DENOM_SOCIAL,TP_FUNDO_CLASSE,VL_PL,cnpj_admin,ADMIN,dc_total,situacao_registro
57474036000124,C18 FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,Classe,437392.3,36113876000191,OLIVEIRA TRUST DTVM S.A.,456120.04,Em Liquidação
57779658000160,GUARDIAN WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Classe,183699.59,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,Em Liquidação
52953168000115,AGROBIOLÓGICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,118843.48,13486793000142,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Liquidação
57731899000130,JMT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classe,58919.56,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.0,Em Funcionamento Normal
48960844000100,BADWATER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,Classe,21692.17,00806535000154,PLANNER CORRETORA DE VALORES S.A.,0.0,Em Funcionamento Normal
55201186000139,KOLEOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,19036.26,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,146246.02,Em Liquidação
25246617000112,DIP FINANCING 11 FEEDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,0.0,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Cancelado
47168064000160,VASTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,0.0,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Cancelado
61785674000133,NFX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,0.0,40434681000110,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
26488875000178,VERITAS FORSETI 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-NÃO PADRONIZADO,Classe,0.0,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Cancelado
51268721000118,ASSET BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MIDDLE MARKET,Classe,0.0,40434681000110,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
58500094000148,CORINDON FUNDO DE INVESTIMENTO EM DIREITO CREDITORIOS - RESPONSABILIDADE LIMITADA,Classe,0.0,40434681000110,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
54828406000196,EUREKKA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,0.0,40434681000110,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
21556756000191,ATF II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,0.0,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Cancelado
21658426000107,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS WNT - FORNECEDORES,Classe,0.0,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Cancelado
44585595000160,STRATEGIC ALPHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,Classe,0.0,40434681000110,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
58293429000102,AZURE II FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Classe,0.0,16695922000109,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.0,Cancelado
30284028000169,ATF I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Classe,0.0,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Cancelado
44585657000133,MONET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,0.0,40434681000110,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
54619490000138,SAFRAS  AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP - RESPONSABILIDADE LIMITADA,Classe,0.0,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Cancelado
53471524000127,SURRIENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Classe,0.0,40434681000110,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
58528925000190,RR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,-43551.81,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Liquidação
52842504000152,REAG SPORTAINMENT CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,Classe,-72347.79,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,135.99,Em Liquidação
63547404000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VEXOR - RESPONSABILIDADE LIMITADA,Classe,-87864.34,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,Em Funcionamento Normal
60261285000146,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LEIRIA - RESPONSABILIDADE LIMITADA,Classe,-120947.21,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,Em Funcionamento Normal
62184290000128,AUER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,-214572.1,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,900000.0,Em Liquidação
62271049000136,CÉLERE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,-253260.91,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Liquidação
58041846000150,FEEDER CB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Classe,-260481.74,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,Em Funcionamento Normal
12565143000120,FC2 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classe,-298843.23,42066258000130,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
12660468000191,FC5 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA,Classe,-301212.88,42066258000130,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
12660458000156,FC4 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classe,-539511.02,42066258000130,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
12660462000114,FC3 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA,Classe,-650516.73,42066258000130,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,Cancelado
45938195000153,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADING I,Classe,-669555.74,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Funcionamento Normal
62124934000192,SERENNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,-1874706.02,45854066000187,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.0,Em Funcionamento Normal
61289212000125,CHELSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,-3224783.55,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Liquidação
