entidade,cnpj,dc_com_risco,dc_sem_risco,valor,VL_PL,dc_sobre_pl
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PIX CARD CONSIG,54287342000163,14067250.29,71182.41,14138432.7,19773110.14,0.7150333255565429
AMETISTA CONSIGNADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50153210000198,14100955.19,0.0,14100955.19,19399936.6,0.726855735703796
EXODO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,61941406000163,0.0,14027054.27,14027054.27,14726685.44,0.9524922853244565
SPREADSUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,10841829000170,3518405.35,10474038.41,13992443.76,37318581.45,0.37494575668014835
HEALTH MERCANTIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51294885000110,0.0,13954368.36,13954368.36,14375707.56,0.9706908895968108
CLT  NOW III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE  LIMITADA,66688902000170,0.0,13931836.27,13931836.27,15105594.44,0.9222964594566462
MORELIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,34964529000147,13929966.55,0.0,13929966.55,13821665.63,1.0078355910857033
COHAB MINAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IMOBILIÁRIOS DE RESPONSABILIDADE LIMITADA,53765941000182,13877358.03,0.0,13877358.03,11597177.36,1.1966151417037567
CHIMERA  ALTERNATIVE ASSETS XI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESP LIMITADA,58423669000176,13854324.76,0.0,13854324.76,0.11,125948406.9090909
BR4 FUND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,60369814000120,13841763.7,0.0,13841763.7,13856619.28,0.9989279073271904
FKP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61601122000128,13788943.08,0.0,13788943.08,12064143.1,1.142969124761128
MARANATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54776077000187,13095849.59,678057.77,13773907.36,15823045.24,0.8704966175019291
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FORNECEDORES I DE RESPONSABILIDADE LIMITADA,08987105000198,13751705.36,0.0,13751705.36,13722894.63,1.002099464491771
BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,47227626000107,13727117.64,0.0,13727117.64,13705008.54,1.001613213150176
INVESTMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,48213253000170,13684459.07,0.0,13684459.07,13526069.24,1.0117099674110497
DS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62031792000119,3628822.31,10049481.11,13678303.42,14451592.14,0.9464911054430021
SNOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60397788000143,13660814.63,0.0,13660814.63,13651078.96,1.0007131795243824
SAM 2 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32274238000100,13657200.95,0.0,13657200.95,17195310.85,0.7942398406830777
ALPS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,51410150000104,6534402.44,7086831.28,13621233.72,14018237.57,0.9716794748257359
VENTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56661282000122,13598125.13,0.0,13598125.13,18405824.85,0.7387946609738602
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TG REAL,24852946000144,13575653.01,0.0,13575653.01,26299016.96,0.5162038197339525
RIO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,31894591000111,13573388.83,0.0,13573388.83,18268983.37,0.7429745024722741
ALLIANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32670379000133,2747095.77,10824226.43,13571322.2,16227756.97,0.8363030223517082
CHIMERA ALTERNATIVE ASSETS XVII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP. LIMITADA,67223502000152,13462815.87,0.0,13462815.87,13621408.75,0.9883570867807634
BARUC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,44585152000179,13438966.35,0.0,13438966.35,15015543.97,0.8950036293623533
CONTEA CAPITAL POTENZA D90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE  INVESTIMENTO EM DIREITOS CRE,44839666000103,13430404.6,0.0,13430404.6,73883726.81,0.1817775737617803
CLASSE ÚNICA DO STRATEGI SPECIAL OPPORTUNITIES I FIDC RESPONSABILIDADE LTDA,42133745000179,13428504.53,0.0,13428504.53,13427115.6,1.0001034421718988
ABC FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS,42582289000144,8153673.88,5263381.07,13417054.95,17851031.66,0.7516122992524007
BMJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62431397000123,13406435.15,0.0,13406435.15,15919258.07,0.8421520080301079
GRUPO AFFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,43702427000144,9125981.21,4266503.46,13392484.670000002,17349512.3,0.771922832090214
F2 BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43722793000165,115553.08,13270593.44,13386146.52,29648832.84,0.45148983072076976
EL CHALTÉN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53272875000109,13378841.67,0.0,13378841.67,15945650.68,0.8390276407334417
GAMBOA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,59472452000119,13364607.59,0.0,13364607.59,13589883.85,0.9834232387497558
HOLDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,41341232000190,13342891.83,0.0,13342891.83,10032658.15,1.329945825972352
SPS CORP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESP LIMITADA,28472352000169,13336990.46,0.0,13336990.46,15775643.82,0.8454165555570968
NPL SN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,54585485000151,13279271.36,0.0,13279271.36,12837728.13,1.0343941876264051
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MAIS EDUCAÇÃO RESPONSABILIDADE LIMITADA,58242346000186,13271274.22,0.0,13271274.22,13352468.51,0.9939191551031039
FINTRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54776530000155,0.0,13213408.6,13213408.6,16999152.59,0.7772980758919112
FATURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,43122353000177,8267223.32,4943964.71,13211188.030000001,11759416.63,1.1234560731776708
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ERFOLG PARANAPANEMA CRÉDITOS PÚBLICOS RESP LIMITADA,64191967000180,13182676.91,0.0,13182676.91,5932142.24,2.22224558627576
CLASSE INSS DO MT GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63953769000144,0.0,13165328.84,13165328.84,574402792.52,0.022920029309470322
FIRENZE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58505957000170,0.0,13160622.28,13160622.28,15470938.02,0.8506673779564401
AJ86 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,51587009000181,6057282.26,7083223.33,13140505.59,14156794.77,0.928211915443343
AUGME PRO 051 MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,58594141000160,13133515.84,0.0,13133515.84,36654160.84,0.3583090033715255
HIGH YIELD DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - RESPON. LIMIT,25295530000135,13129098.11,0.0,13129098.11,22213350.3,0.5910453818395868
BELSINOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,31894563000102,0.0,13086972.01,13086972.01,13882516.72,0.9426944893317585
OLIVER CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,66175403000180,0.0,13072733.05,13072733.05,14219186.52,0.9193727806870348
EDUCBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,53323047000152,13048636.06,0.0,13048636.06,15907696.52,0.8202718755411611
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CATHON,51200316000168,13000000.0,0.0,13000000.0,13081382.94,0.9937787204630216
ATLANTA I FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55965708000179,13000000.0,0.0,13000000.0,13467627.6,0.9652776558805354
CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADO RESPONSABILIDADE LIMITADA,66230173000104,12994575.64,0.0,12994575.64,13032537.05,0.99708718188528
ORATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61067121000145,12927032.06,0.0,12927032.06,14032098.01,0.921247275410101
FACTIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50791925000176,12838979.26,0.0,12838979.26,15223067.48,0.8433897620744173
CHIMERA ALTERNATIVE ASSETS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP. LIMITADA,53311084000140,12811991.9,0.0,12811991.9,12975039.5,0.9874337492382972
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RECEBÍVEIS COMERCIAIS TOP PARTNERS - RESP LIMITADA,64897169000179,12807077.52,0.0,12807077.52,50990467.39,0.25116611350206336
FYTO MULTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  - RESPONSABILIDADE LIMITADA,62252049000199,0.0,12769453.66,12769453.66,13098456.72,0.9748823035390386
AG ANTECIPA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61009520000150,801387.83,11931225.86,12732613.69,14754441.5,0.862968190968123
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP,09239216000189,77160.1,12643282.88,12720442.98,15484146.61,0.8215139846186202
WINTERFELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,59090844000113,8772933.74,3938866.49,12711800.23,13488801.02,0.9423966007914321
GÁTRIA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,28536554000127,12706939.21,0.0,12706939.21,9879439.6,1.2862004045249693
CASE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32316919000185,2116700.33,10579937.53,12696637.86,14434881.31,0.879580343428539
FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47425776000117,0.0,12654198.3,12654198.3,17965994.2,0.7043416667695462
ICRC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS,61561993000165,12602807.75,0.0,12602807.75,12580092.24,1.001805671180039
DIGITAL SAT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64669281000152,12535885.41,0.0,12535885.41,12510940.26,1.0019938669261939
HAVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59710430000140,12526759.53,0.0,12526759.53,12621710.62,0.992477161546586
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INTRA DIGITAL CASH CLT,66282332000114,0.0,12515574.96,12515574.96,12812479.59,0.976826918793164
WNT AÇÕES JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-NÃO PADRONIZADO,26558776000115,12484665.18,0.0,12484665.18,11333181.3,1.1016028817963055
TRIUNPH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,54003830000100,12423600.0,0.0,12423600.0,12156876.93,1.0219400978997983
LIBRA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54842157000193,12362081.14,40896.09,12402977.23,15452496.75,0.8026519876148818
INVESTCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,22406927000169,941684.26,11384835.82,12326520.08,13155541.92,0.9369830718459677
TECNOMOTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,44414972000106,12325992.11,0.0,12325992.11,13916531.52,0.8857086330948072
COBUCCIO EMPRÉSTIMOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53032513000140,12321866.7,0.0,12321866.7,13167308.02,0.9357923944122938
BALLANGEN 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,46930099000121,12315409.7,0.0,12315409.7,17965162.92,0.6855161712054209
SOLUTION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,61199031000108,12311492.63,0.0,12311492.63,12749359.68,0.9656557614664457
LITUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,22101473000118,0.0,12243756.87,12243756.87,14029239.06,0.8727313589593931
UNI PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,46494768000160,0.0,12223309.47,12223309.47,13224112.8,0.9243198129707424
VBINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52364436000163,12217695.48,0.0,12217695.48,14918943.35,0.8189383921750732
NEO CONSIGNADO PRIVADO PULL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,65564636000101,12205510.08,0.0,12205510.08,13560868.68,0.9000537036392864
FIRST AUTO I FUNDO DE INVESTIMENTOS EM CREDITÓRIOS RESPONSABILIDADE LIMITADA,64738624000193,12180929.44,0.0,12180929.44,21522489.71,0.5659628418519057
7INVEST CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,57836076000179,252917.69,11917064.75,12169982.44,13758006.84,0.8845745304194077
KUARÁ ARTEMIS HIGH YIELD I FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA,64054550000176,12164468.74,0.0,12164468.74,13610084.64,0.8937834746632406
L3R1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,60490269000125,0.0,12147051.01,12147051.01,12152926.55,0.9995165329128068
SALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,61295347000101,12111216.88,0.0,12111216.88,17998245.9,0.6729109573950205
SENA FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54229137000141,12107170.74,0.0,12107170.74,18176963.3,0.6660722443115676
RIZA IMOBILIÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59914252000179,0.0,12101074.35,12101074.35,114213440.61,0.10595140366466191
FORESTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,66644176000194,12082970.55,0.0,12082970.55,15017154.12,0.804611210183145
AGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL,24080647000139,2325566.38,9751581.99,12077148.370000001,16651574.94,0.7252856509679799
TITANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62527939000166,12067609.26,0.0,12067609.26,12117937.4,0.9958468064045288
MARILIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,35581308000152,1210203.91,10854919.77,12065123.68,12761683.25,0.945417892267464
IPIRANGA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49507576000139,356411.62,11698545.25,12054956.87,15604010.35,0.7725550419158751
LEOA JVS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,52324200000101,12023425.71,0.0,12023425.71,12796131.23,0.93961412976225
TRIPOLI NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41287621000185,12007426.98,0.0,12007426.98,119578575.54,0.10041453434092312
CANOA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59815957000139,0.0,12000000.0,12000000.0,8938486.84,1.3425091086222374
SPS ALPHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,29550273000191,11960121.72,0.0,11960121.72,10269090.05,1.1646720071366012
FRAM CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO I RESPONSABILIDADE LIMITADA,53926245000100,11937353.51,0.0,11937353.51,11997823.34,0.9949599332906996
LANCE REAL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS,45810162000123,9753855.05,2162949.95,11916805.0,11875673.31,1.0034635248820263
CONLIFE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,46323053000144,11874431.86,0.0,11874431.86,18298126.3,0.6489425018341904
PORTFOLIO 22 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62083078000174,0.0,11831325.88,11831325.88,11505837.7,1.0282889597860398
DIVICASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,35178750000132,0.0,11816053.22,11816053.22,11170610.54,1.0577804299674387
SANTA LÚCIA FUNDO DE INVESTIMENTO EM DIREITOS  CREDITORIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,62951957000170,11775304.33,0.0,11775304.33,11796608.64,0.9981940309583754
BPI CAPITAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60666932000108,11705197.04,0.0,11705197.04,13430900.11,0.8715124782504245
ROBBIN PAGAMENTOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,63615161000100,11695914.76,0.0,11695914.76,16826579.21,0.6950857101750748
BOREAL II CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,57341862000103,11694324.31,0.0,11694324.31,11998812.01,0.9746235127489092
FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,19503125000162,114203.67,11541204.16,11655407.83,17301592.61,0.6736609798142739
FOCO CAPITAL FIAGRO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,54427293000117,11582604.28,0.0,11582604.28,14272011.06,0.8115607696284954
LUPUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,59682659000118,6890114.68,4646906.99,11537021.67,12667329.34,0.9107698521399619
HECTARE II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,34081563000173,11523129.59,0.0,11523129.59,52734899.91,0.21851050461204907
OUTFIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLASSE ÚNICA FECHADA RESPONSABILIDADE LIMITAD,49776300000156,11389980.04,0.0,11389980.04,16513444.32,0.6897398155880299
CLASSE I FECHADA DO RIZA KRATOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP LIMITADA,66814473000130,11319001.01,0.0,11319001.01,10478306.21,1.0802319366461803
GUARDIAN WAREHOUSE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63672361000102,11309308.8,0.0,11309308.8,11820515.5,0.9567525883283179
NOX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64510628000110,11294690.84,0.0,11294690.84,12116309.47,0.9321890356106923
W INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56912548000162,11277090.73,15341.44,11292432.17,12306179.86,0.9176228771614915
SATOSHINOMIKS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51250816000104,11253778.3,0.0,11253778.3,11569273.13,0.9727299350222878
PREMIER RP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32511268000184,506515.88,10717946.51,11224462.39,12735618.64,0.8813441032810323
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGBEM,31368761000124,11211604.04,0.0,11211604.04,11427278.28,0.981126368439152
PB77 ACADEMIAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,62075485000130,11148364.95,0.0,11148364.95,14538648.97,0.7668088673854265
UKF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52997521000169,11095952.43,0.0,11095952.43,12593432.56,0.8810903919272665
VALENTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52531368000180,11039123.48,0.0,11039123.48,11053707.58,0.9986806146359085
NEO 8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,55694842000182,384756.23,10648294.21,11033050.440000001,14262058.3,0.7735945406982385
PRECAVIDA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,49983868000148,11018409.53,0.0,11018409.53,23759145.52,0.46375445281586036
VKR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,36412972000130,11015359.07,0.0,11015359.07,11241234.75,0.9799065062670274
SDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,58312065000152,11004668.82,0.0,11004668.82,11089655.42,0.9923364075094049
ORIGIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,61872284000109,0.0,10997134.74,10997134.74,10928450.82,1.0062848724976008
AURI OPEN FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63385567000143,9279511.73,1711866.22,10991377.950000001,11222075.07,0.9794425613301481
IMPAR PGEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AÇÕES JUDICIAIS,63358336000140,10950324.64,0.0,10950324.64,11081930.71,0.9881242652165978
FAETA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,66598676000137,0.0,10874995.68,10874995.68,11780272.66,0.9231531386303243
LIZARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CONSIGNADO PRIVADO - RESP LIMITADA,63696976000160,10869609.0,0.0,10869609.0,16064408.1,0.676626797099359
CERES  CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESP LIMITADA,62941946000100,10865514.2,0.0,10865514.2,23759426.01,0.457313833904357
STRATEGI KOSMOS EVERGREEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP LIMITADA,61386784000122,10775025.95,0.0,10775025.95,27983761.8,0.3850456570853172
NEW INTER FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,51781164000134,10637223.41,0.0,10637223.41,10293223.8,1.0334200068592698
UPB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA,57550093000145,411927.93,10224228.62,10636156.549999999,14110428.59,0.7537798361091453
OTMOW I FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62453870000173,10630576.57,0.0,10630576.57,16333037.91,0.6508633989939719
LSP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,55471175000179,10626430.28,0.0,10626430.28,10136817.94,1.0483003979057357
BEFIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,54842370000103,10612330.37,0.0,10612330.37,14329825.27,0.740576397132859
USECORP F3 PILOTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63429748000124,10572461.45,0.0,10572461.45,11094060.48,0.9529839384830899
MASTRENN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51901421000124,10547599.03,0.0,10547599.03,10478235.81,1.006619742221663
VERSATIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,24506265000124,875738.93,9650573.65,10526312.58,12730729.49,0.8268428441801727
VQS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64087936000184,10519000.0,0.0,10519000.0,12605944.24,0.8344476065999162
LIFT SO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57056989000172,10491178.99,0.0,10491178.99,82867581.11,0.1266017283172995
DIVALLORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,23520837000167,0.01,10463078.88,10463078.89,13735378.02,0.7617612616678461
TAGUAÍBA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS,58137246000190,10418269.62,0.0,10418269.62,11026023.18,0.9448800759731397
GOLDEN TREE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,29249995000100,10413989.67,0.0,10413989.67,21582175.77,0.4825273309318433
MELL.RO & MANCHESTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64171337000144,10410314.0,0.0,10410314.0,10185974.95,1.0220243080413232
POTENCIAL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,64060613000105,0.0,10397903.42,10397903.42,32958331.29,0.3154863433014542
VETBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63823888000182,0.0,10397352.9,10397352.9,9343871.55,1.1127457012184634
CAPITALIZE EBF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,43181523000194,0.0,10389666.02,10389666.02,10407196.06,0.9983155847262859
FAKINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62881088000155,10069756.46,306284.9,10376041.360000001,10479958.75,0.9900841794820997
SIGHT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55609516000120,4299979.71,6053852.9,10353832.61,9480719.24,1.092093579389658
VEXO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55651473000140,10322977.93,0.0,10322977.93,11569301.92,0.892273189979988
ATLANTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA,09636040000107,0.0,10274324.98,10274324.98,13447847.78,0.7640125875963775
