entidade,cnpj,dc_com_risco,dc_sem_risco,valor,VL_PL,dc_sobre_pl
RESTART FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,53676261000192,18302625.1,0.0,18302625.1,16656060.31,1.0988567980275283
CONDOCASH II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41124590000141,18301154.32,0.0,18301154.32,11481896.42,1.59391390155042
KINEA SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,65084272000162,18273579.73,0.0,18273579.73,49014959.96,0.37281637575370163
1618 LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50714026000170,18256528.77,0.0,18256528.77,19195972.39,0.9510603786610259
CONECTEPAG ELETROBIDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,64655872000170,18234054.99,0.0,18234054.99,18987136.39,0.9603372839099302
ARM CAPITAL PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA,55241106000179,18127699.91,0.0,18127699.91,20274305.17,0.8941218827476097
BRAFIC FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,33498764000108,18073633.73,1693.54,18075327.27,18211331.96,0.9925318647587816
LAVORO FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESP LTDA,61669748000176,0.0,18046950.06,18046950.06,20713043.47,0.8712843231434593
CANAL 87 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,40669040000145,18038138.95,0.0,18038138.95,18083527.26,0.9974900742898539
HAOC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52998251000100,0.0,18033420.44,18033420.44,20152731.47,0.8948375294359044
AIBR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,62161418000138,18017399.6,0.0,18017399.6,30933490.24,0.5824560843348274
SÓCRATES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53171779000174,18015956.7,0.0,18015956.7,18928897.9,0.9517699760005573
OPTACRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,31881619000186,0.0,17971803.27,17971803.27,22692180.6,0.7919822068576344
INNOVAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,59912498000101,0.0,17934913.82,17934913.82,22618103.41,0.7929450800932561
MAGALU I FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,35688153000158,17915440.21,0.0,17915440.21,46577039.45,0.38464102531102373
NEO CONSIGNADO PRIVADO I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63813211000163,17873860.75,0.0,17873860.75,18746605.65,0.9534451774206922
FIDERE DA AMAZÔNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54462447000101,0.0,17830241.78,17830241.78,36810446.8,0.48437993368773785
EMBRAPREC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO NÃO PADRONIZADO,53323357000177,17797653.74,0.0,17797653.74,16513142.21,1.0777872262991912
ONNI FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS,42794237000131,6227971.1,11445884.43,17673855.53,17011587.55,1.0389304042349652
HR DIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59905357000161,17632822.97,0.0,17632822.97,23221532.09,0.7593307324279998
BLP PCJ VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,32511681000149,17623734.0,0.0,17623734.0,20186737.08,0.8730352968960351
AKZ IWS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESP LIMITADA,61281536000117,17597717.77,0.0,17597717.77,21485500.38,0.8190508695985976
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEXA BWM - RESPONSABILIDADE LIMITADA,61149505000107,17591976.54,0.0,17591976.54,17831592.17,0.9865622975382348
JGP SPECIAL SITUATIONS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54976450000143,17532742.17,0.0,17532742.17,18445032.74,0.9505400406245093
SX CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54969186000110,12256365.37,5246965.29,17503330.66,17450689.05,1.0030165920582947
BRCARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41687533000170,17487892.12,0.0,17487892.12,24172825.23,0.7234525527573179
PRINCIPIAPAY EDUCAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49004860000192,17458257.24,0.0,17458257.24,17875655.37,0.9766499117732765
ADVANTAGE CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,49000687000154,17446806.65,0.0,17446806.65,17850398.3,0.9773903280354252
VERDE AM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,49921110000185,0.0,17343925.53,17343925.53,60583532.92,0.2862811839134983
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEXUS,29720600000106,5991158.33,11351493.55,17342651.880000003,21059501.0,0.8235072559411547
AGROFUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,47328080000172,17340244.98,0.0,17340244.98,19206835.87,0.9028163252586798
LU INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61138429000134,8156491.75,9166848.97,17323340.72,17375762.05,0.9969830773551597
RELOAD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,46405697000181,0.0,17297353.54,17297353.54,28154032.64,0.6143828048073187
BBG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49325599000122,0.0,17241379.67,17241379.67,18342370.25,0.9399755557763861
STARK INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,65190945000169,0.0,17238323.79,17238323.79,17279123.88,0.997638763962609
TRADIÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,33701253000141,0.0,17234295.08,17234295.08,16660977.96,1.03441077236741
CM ESTADUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS,44395657000170,17199725.04,0.0,17199725.04,18067373.92,0.9519770341920282
SOLFÁCIL IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,44909456000144,17147745.58,0.0,17147745.58,19990406.16,0.8577987582019193
UNIQUE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60696087000105,17134377.23,0.0,17134377.23,17209146.59,0.9956552546281727
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FEDERAL PADRONIZADO  RESPONSABILIDADE LIMITADA,62838423000132,17086593.17,0.0,17086593.17,21616889.32,0.7904279342445188
FATURACRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE,63535955000163,17042073.74,0.0,17042073.74,17090372.29,0.9971739322479088
SAM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,30808102000107,16998891.03,0.0,16998891.03,16876386.32,1.0072589420316138
HIKARI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,44465412000172,16971199.34,0.0,16971199.34,18907426.54,0.897594355535177
PRECATO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,35705695000191,16945775.29,0.0,16945775.29,110353430.17,0.1535591169562645
BRASPOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,18677046000105,302896.6,16561183.4,16864080.0,18571703.93,0.9080523824611714
POTI BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55333029000187,16860033.96,0.0,16860033.96,22473139.87,0.7502304554472565
LOYALTY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57998329000100,16848853.29,0.0,16848853.29,18990665.74,0.8872176215766515
FRAM CAPITAL NANSEN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO,14283986000169,16796050.88,0.0,16796050.88,22195822.42,0.7567212677312454
ANKER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSÓRCIOS I - RESPONSABILIDADE LIMITADA,62359337000147,16791415.99,0.0,16791415.99,16204570.45,1.0362148161724336
GALGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESPONSABILIDADE LIMITADA,48513136000121,16759050.29,0.0,16759050.29,16948362.64,0.9888300507830058
SIMULTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,48928851000125,16680550.49,0.0,16680550.49,17267586.41,0.9660035915812741
MULTIBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,29494000000177,4365994.26,12275933.4,16641927.66,29092457.55,0.5720358148292631
VIRTUS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA ABERTA,60456726000165,13285914.74,3338265.69,16624180.43,18154533.9,0.9157040616724399
WBR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40733257000177,26747.15,16586141.86,16612889.01,17120953.04,0.9703250146873833
OCTOPUS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,58265368000161,16518391.67,0.0,16518391.67,16614161.0,0.9942356806341289
ZTIRAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57246541000111,16500000.0,0.0,16500000.0,16644790.77,0.9913011360730971
MFDH2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51902751000134,16452127.11,0.0,16452127.11,71447537.89,0.23026863620310542
INFRA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64310285000140,0.0,16430675.36,16430675.36,16404676.62,1.0015848370926315
CLASSE ÚNICA DO FIDC CRÉDITO NITRO AGRO - RESPONSABILIDADE LIMITADA,51554551000138,16376049.44,0.0,16376049.44,64451699.14,0.25408250920473713
HALFDOME FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,54782494000132,16369647.49,0.0,16369647.49,247452217.13,0.06615276144969896
MA MÁQUINAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO DO AGRONEGÓCIO,11813230000196,16369603.82,0.0,16369603.82,19216579.0,0.8518479704426059
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ASAAS - RESPONSABILIDADE LIMITADA,29828802000176,0.0,16325934.52,16325934.52,22585828.73,0.7228397379244627
LIMELIGHT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIADE LIMITADA,45964979000156,16308603.37,0.0,16308603.37,17858956.03,0.9131890656208754
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INSOLVÊNCIA,36669346000124,16270619.7,0.0,16270619.7,34120004.63,0.47686452204329605
SPRINGS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE PRECATÓRIOS DE RESPONSABILIDADE LIMITADA,63139835000147,16241238.76,0.0,16241238.76,18567101.37,0.8747320562509536
QUARTZO ALPHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO - PADRONIZADOS,44415022000198,16234424.32,0.0,16234424.32,25760541.32,0.6302050922895746
ACRE BG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45930576000196,16181089.55,0.0,16181089.55,17084420.08,0.9471254789000718
MAGNUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,64111846000181,16158186.08,0.0,16158186.08,17086396.79,0.9456754562469692
PREMIUM RECEBÍVEIS MULTISSETORIAL II FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS - RESP LIMITADA,59929292000194,155121.84,15960014.41,16115136.25,23017086.61,0.7001379680692786
CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,14364744000108,537230.3,15556328.16,16093558.46,19023760.02,0.8459714821402589
RAT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56834392000149,16093311.34,0.0,16093311.34,13199419.91,1.2192438341784673
DIVIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,61766813000181,3018958.66,13064113.07,16083071.73,17015687.75,0.9451908125194646
STEP-UP XII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,34737918000130,16059636.79,0.0,16059636.79,18947159.81,0.8476012738080135
PW2 CLASSE DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,65526160000114,0.0,16056562.19,16056562.19,57237844.18,0.2805235315904939
AURA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO,63606548000108,0.0,16055748.66,16055748.66,17393645.26,0.9230812989456126
MACEIÓ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60698656000151,0.0,16000000.0,16000000.0,16172639.31,0.9893252235030523
GUARDIAN WAREHOUSE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,60305004000100,15984017.99,0.0,15984017.99,20058146.2,0.7968841103571177
ENGENHO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS,46082838000172,15940942.43,0.0,15940942.43,17379597.67,0.9172216027484138
RDG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,13348521000186,2307841.11,13613170.73,15921011.84,35622070.77,0.4469423448961386
PRINZ DISCOVERY MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50442399000139,15919208.01,0.0,15919208.01,483106385.91,0.03295176481679888
TIVIO ALT CREDITO HIGH YIELD 180 FI EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,58038938000180,15875270.59,0.0,15875270.59,145438042.93,0.10915486945627315
PLATINUM FIDC MULTISSETORIAL,10774307000101,0.0,15872445.59,15872445.59,20573589.94,0.771496157758066
EOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS WH,48169685000120,15870039.69,0.0,15870039.69,21491333.36,0.7384390453659595
Z8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60693131000123,15816477.85,0.0,15816477.85,16039871.41,0.9860726090446881
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ENERGIA SOLAR,34508740000155,15769896.15,0.0,15769896.15,18507021.97,0.8521033894898435
OPINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55790118000152,220816.29,15526606.89,15747423.18,17157073.12,0.917838553805732
RECEBÍVEIS BRASIL INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,50555281000117,15699545.79,0.0,15699545.79,18406983.19,0.8529124858727053
KP DRACMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,45145595000101,15684803.36,0.0,15684803.36,15794090.96,0.993080475459032
BACKSTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,52315385000180,15683259.4,0.0,15683259.4,9725700.45,1.6125583427772547
ROCKET II PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,35949828000175,15645831.88,0.0,15645831.88,14760052.66,1.0600119281688254
CLEAM CAPITAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56069419000154,15643074.56,0.0,15643074.56,16736393.49,0.9346741619899617
STERN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,59137241000120,15557114.95,0.0,15557114.95,26879134.86,0.5787803450903182
GPMG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63937880000147,15506174.27,0.0,15506174.27,16275376.1,0.9527383069199857
NG OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,46230817000157,15505422.64,0.0,15505422.64,15468436.06,1.0023911001640071
FDCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54856185000160,15492638.95,0.0,15492638.95,24513422.59,0.6320063586844892
VOLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60942645000175,15462371.37,0.0,15462371.37,15986583.52,0.9672092445928684
CANAL 75 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,38440284000100,0.0,15439646.67,15439646.67,17502348.65,0.8821471322935851
EVOQUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50367468000197,15434430.89,0.0,15434430.89,15274448.86,1.0104738332273941
POLÍGONO DELTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61536498000104,0.0,15421728.49,15421728.49,361288775.99,0.042685324081108054
EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51942865000108,15420000.0,0.0,15420000.0,15067867.45,1.0233697669008894
MAIS TODOS NOVOS NEGÓCIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,59998554000172,15399517.74,0.0,15399517.74,17494639.59,0.8802420684792169
HOSPCOM EQUIPAMENTOS HOSPITALARES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,61294007000158,15397661.73,0.0,15397661.73,15603684.55,0.9867965274906817
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATLÉTICO MINEIRO - RESPONSABILIDADE LIMITADA,63570081000185,15378325.51,0.0,15378325.51,18245172.1,0.8428709483096626
DANIELE I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,09414255000175,8240311.28,7127264.21,15367575.49,13420660.42,1.1450684995425882
CORE RETURN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA,64569883000138,15365406.34,0.0,15365406.34,15314905.48,1.0032974973346032
GELMAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63699134000162,15043684.41,305382.89,15349067.3,15725837.22,0.9760413442712718
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VEÍCULOS,59673010000130,15338705.05,0.0,15338705.05,17237845.62,0.8898272665931904
FIDC MILAS II JCPE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45207430000117,15311417.36,0.0,15311417.36,15990056.46,0.9575586801899258
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PARAGUAÇU II,52203362000183,15300000.0,0.0,15300000.0,17776199.28,0.8607014221096198
D'ORO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO - RESP LIMITADA,51731270000103,8952327.11,6341214.98,15293542.09,15468167.28,0.9887106735504609
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEN II RESPONSABILIDADE LIMITADA,46073462000130,15267338.47,0.0,15267338.47,20586726.89,0.7416107743390771
CONDOCASH III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63241235000195,8492272.03,6770703.09,15262975.12,20770876.11,0.7348257742797735
BELLAGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,58954368000179,15216053.74,0.0,15216053.74,17841418.21,0.8528500123085226
VERA CRUZ I - ATIVOS JUDICIAIS - PROCESSO DE CONHECIMENTO - FIDC - RESPONSABILIDADE LIMITADA,49156414000101,15210111.38,0.0,15210111.38,15724591.69,0.9672818016427619
CONCRETO II  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESP LIMITADA,59079987000124,14751377.91,441021.05,15192398.96,26413156.54,0.5751830129425342
FRAM CAPITAL BALTO FUNDO DE INVESTIMENTO E DIREITOS CREDITORIOS NAO - PADRONIZADOS,38448253000103,15175326.8,0.0,15175326.8,14668153.48,1.0345764939459852
ST 3001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52719781000172,15111333.18,0.0,15111333.18,59012329.7,0.2560707780360686
FIGTREE COBRAFIX EDUCACIONAL INADIMPLENCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62838783000134,15072926.16,0.0,15072926.16,16099111.13,0.9362582839689982
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BDR KYIV I,55928021000163,278288.48,14733454.26,15011742.74,12675594.27,1.1843028752923315
FIDC MILAS II PRODUTOR RURAL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41114200000152,14979248.92,0.0,14979248.92,15220979.46,0.9841185949540726
FINZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61664240000185,14966792.99,0.0,14966792.99,15342166.84,0.975533192024654
REAL TIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,29492579000139,3868982.23,11084977.39,14953959.620000001,17580053.57,0.8506208220843323
JEP AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO,64721990000130,0.0,14936841.26,14936841.26,15975114.17,0.9350068551028077
HARPY EAGLE  CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,65947492000172,14917986.74,0.0,14917986.74,17220484.53,0.8662930891410869
PROJEÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,26648789000185,0.0,14895602.69,14895602.69,19597628.38,0.7600716985327385
BLACK STONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,66193864000185,14883392.33,0.0,14883392.33,16112755.61,0.9237024808322033
SÉCULO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,62114622000106,1009060.71,13819101.38,14828162.09,16263885.63,0.9117232146940522
DSX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,31368600000130,804126.49,14004100.03,14808226.52,19586785.23,0.7560314950162957
AKRON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO- PADRONIZADOS RESPONSABILIDADE LIMITADA,43809937000115,0.0,14783517.26,14783517.26,38371271.13,0.3852756717366532
WH1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61591473000103,14756407.65,0.0,14756407.65,17237770.44,0.8560508275338188
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA,13990000000128,14695744.29,0.0,14695744.29,37584697.62,0.3910033928856177
GERIZIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,51539073000197,14688456.52,0.0,14688456.52,13098196.28,1.121410628303701
GUATAMBU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,40669872000161,3060053.33,11615603.54,14675656.87,14986714.0,0.9792444741388939
VERA CRUZ II - ATIVOS JUDICIAIS - PROCESSO DE CONHECIMENTO - FIDC - RESPONSABILIDADE LIMITADA,55579164000107,14634960.45,0.0,14634960.45,14816649.72,0.9877374930612856
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 3BGP  RESPONSABILIDADE LIMITADA,63143050000148,14630273.0,0.0,14630273.0,14808382.97,0.9879723552287356
MALCOM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,59715778000120,0.0,14615414.22,14615414.22,14588945.76,1.0018142818840667
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO IX,45853976000145,14603127.78,0.0,14603127.78,17415581.18,0.838509357170933
VERAXS THERAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO DE RESP LIMITADA,56320097000174,14594442.67,0.0,14594442.67,12994236.49,1.1231473800889704
WEG INTEGRADORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESP LIMITADA,65220183000104,14537613.57,0.0,14537613.57,101038762.31,0.14388154840413345
CENTRUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,17213074000109,0.0,14512166.35,14512166.35,24972355.23,0.5811292613908567
ASHER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60866189000121,2499504.77,12005269.63,14504774.4,16814391.64,0.8626404517362604
MASTER VELOZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,60604312000136,14423682.8,0.0,14423682.8,14418525.84,1.0003576620839902
GRAN FIDC NÃO-PADRONIZADOS MULTISSETORIAL NP - GRANFIDC,09520712000106,0.0,14415696.83,14415696.83,21159905.23,0.6812741679750898
SANTA ALICE CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32274528000145,14413634.44,0.0,14413634.44,14502928.64,0.9938430228668628
YUNUS NEGOCIOS SOCIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,29330482000120,14410608.91,0.0,14410608.91,23512489.01,0.6128916808369834
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO Q1,46766118000126,14396052.45,0.0,14396052.45,14464225.97,0.9952867495197186
EC CAPITAL MARKETS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60395009000170,14296009.8,0.0,14296009.8,14313344.65,0.9987889029137575
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO EXT SETHI - RESPONSABILIDADE LIMITADA,64656842000189,14271229.2,0.0,14271229.2,14565525.73,0.9797949943273347
METALFRIO SOLUTIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42813981000136,6906527.0,7357847.88,14264374.879999999,14299368.56,0.9975527814495326
FAST CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37511950000190,0.0,14255238.95,14255238.95,14124591.71,1.0092496294889362
LEGACY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45145563000106,14248910.95,0.0,14248910.95,27588969.96,0.5164712916306353
BLUE CRÉDITO IMOBILIÁRIO FIDC ABERTO DE RESPONSABILIDADE LIMITADA,39857521000103,14214163.5,0.0,14214163.5,20602982.73,0.6899080432321462
UJAY SPARTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO - PADRONIZADOS - FIDC NP,45019108000164,14194436.57,0.0,14194436.57,13765668.18,1.0311476627500693
VSI SAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49998666000170,14145736.65,0.0,14145736.65,14719659.74,0.9610097583682325
