DENOM_SOCIAL,CNPJ,VL_PL,dc,inad_pct,pr_max,red_flag,roll_12m,dc_medio,razao_rolagem,n_cot,COTST_INTERESSE,subord,DT_COMPTC,pl_ant,var,pl_12m,crescimento
CEPOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60115335000187,426162106.52,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,2.0,S,0.0,,,,,
JCI III - FIDC RESPONSABILIDADE LIMITADA,40054747000147,424575799.25,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
BSPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL,09527140000197,412745731.73,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
QG DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,27954644000175,407254879.96,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
BAROLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58212304000100,395913875.88,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,,,,,,
JAZZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32274338000128,382992062.58,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,,,,,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CCS ASSET II - RESPONSABILIDADE LIMITADA,37294908000165,373009337.34,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
LEGGERO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50456492000100,369825560.4,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SETOR ELÉTRICO - INVESTIMENTO EM COTAS,39863047000114,368265312.5,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,2.0,S,0.0,,,,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RECUPERA,16686142000194,351598442.64,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
BTG CONSÓRCIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II,43721713000157,343317985.5,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,,,,,,
PRINCIPAL CLASSE DE INVESTIMENTO EM DIREITOS CRÉDITÓRIOS RESPONSABILIDADE LIMITADA,10462494000180,321266953.58,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
RUNEARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS,51660739000160,309209260.21,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,2.0,S,0.0,,,,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO EAN,22235997000100,308493277.57,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
TARTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,55711612000184,290545441.76,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
INVICT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,53287227000126,279128189.14,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
STEP-UP III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,26607511000160,275823522.26,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,2.0,S,0.0,,,,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37645459000152,257406030.04,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
DEL REY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,50452371000182,256764750.13,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
SPDA HABITACAO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,25316863000101,246774625.41,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
SG II B FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61996793000135,244943145.1,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,,,,,,
QG PRIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,28086648000141,234138694.53,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
FORMES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41514874000144,211199379.6,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,2.0,S,0.0,,,,,
JES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,33133194000152,178212575.51,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,2.0,S,,,,,,
PLATÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52683660000118,176261435.53,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,2.0,S,,,,,,
LEX FINANCIAL INVESTMENTS FIC FIDC,25162160000168,155822003.65,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
LIFT IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,48968438000194,132473587.82,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
SUSTINERI GERMINARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,50589310000161,127486551.17,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,2.0,S,0.0,,,,,
ALGARVE LEGAL CLAIMS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,48053686000105,125257090.88,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SPECIAL SITUATIONS,36335649000100,123951361.74,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,36643621000130,114092066.15,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,0.0,,,,,
051 CRÉDITO 180 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58845757000166,112940604.51,,,,RF3 1-2 cotistas + interesse único + subordinação <5%,,,,1.0,S,,,,,,
CHELSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61289212000125,-3224783.55,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-06-30,339148465.9,-1.0095084715817375,,
BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50906397000153,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-02-28,7993466716.57,-1.0,,
SIMPLIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26690373000125,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-07-31,308268619.81,-1.0,,
AUSTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,17024546000185,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-03-31,560613312.85,-1.0,,
G5 SAÚDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,30791358000140,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-01-31,389432907.17,-1.0,,
PLGN MARKETPLACE FUNDO DE  INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55563624000109,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,328841568.84,-1.0,,
NC 2025 I FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63700113000110,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-06-30,5655088696.55,-1.0,,
BTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,48971114000105,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,537618377.34,-1.0,,
ATF II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,21556756000191,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-10-31,204377160.79,-1.0,,
B-ROL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,53073256000195,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,363177329.27,-1.0,,
HAKKINEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57270081000167,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,447963143.58,-1.0,,
AFRICA FUNDO DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE  LIMITADA,36741133000166,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-10-31,533778472.03,-1.0,,
JC 4870 IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - FIDC-NP,23954863000101,0.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-05-31,2724294055.01,-1.0,,
FG NOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43866327000153,2505873.21,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,375907005.23,-0.9933337948611338,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS F ACB - FINANCEIRO,14330038000137,21909155.85,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-01-31,2016593695.33,-0.9891355626566041,,
LATACHE II DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,19476304000158,5126573.1,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-08-31,217221244.4,-0.9763993014856331,,
CELOSIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,54837785000180,169493074.33,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-11-30,6430590838.92,-0.973642690294619,,
PERSEUS FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE ILIMITADA,46540487000104,24192607.14,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-01-31,704310736.06,-0.9656506625536672,,
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08692888000182,31446389.26,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-07-31,839720597.79,-0.9625513660820498,,
ORIGINAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57660765000175,24363005.06,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-08-31,417099363.52,-0.9415894456074091,,
SG JC III FIC FIDC NP,30808119000156,32789146.57,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-03-31,456658548.26,-0.9281976726485553,,
HIGH TOWER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS,51152102000163,338700899.66,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-01-31,3970773082.73,-0.914701522196495,,
BTG EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55521594000178,55234990.44,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-03-31,619909150.89,-0.9108982495891544,,
G5 SAÚDE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64082064000161,37067210.99,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-06-30,401647267.19,-0.907712029887993,,
FÊNIX  FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE  LIMITADA,55706529000117,81810588.3,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-10-31,809113789.14,-0.8988886490403831,,
KRISPY  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59385783000111,42797531.69,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-02-28,408233749.43,-0.8951641510537617,,
CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,23521077000102,36208516.44,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-09-30,286023473.53,-0.8734071858049712,,
MAROBÁ FUNDO DE INVESTMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61285603000171,1271437962.28,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,8529609659.07,-0.8509383180356899,,
V3 FIDC MULTICARTEIRA - NP,08611414000169,145002649.22,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-07-31,922581212.55,-0.8428293929601981,,
SERIGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55261422000102,66248319.25,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,411001012.05,-0.8388122722142091,,
JC DIVERSIFICADO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,29109350000172,516750254.97,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-03-31,2906470923.01,-0.8222069758623827,,
DUBLIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,31544287000144,70518034.8,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-03-31,352596130.49,-0.8000033786474013,,
MARNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS,61432674000150,446717388.73,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-06-30,2229959712.55,-0.7996746819164862,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE II SEGMENTO CRÉDITO CORPORATIVO DE RESP LTDA,55374251000128,46135398.27,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-07-31,221723583.33,-0.7919238108228891,,
CLOUDWALK AKIRA II FIDC SEGMENTO MEIOS DE PAGAMENTO,44124617000194,70027256.36,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,323357615.43,-0.7834371203323046,,
CJP FIDC-NP CRÉDITOS JUDICIAIS E PRECATÓRIOS,11375619000105,294813935.66,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-05-31,1348810833.3,-0.7814267735834325,,
BTG EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55521594000178,1654308384.72,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-08-31,7526255265.98,-0.7801950204641921,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FICTOR,52270934000147,47375039.95,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-05-31,200309579.99,-0.7634908926853868,,
SG II A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,20403406000122,70209484.98,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,294349961.03,-0.7614761533029579,,
LAVORO AGRO II FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55476342000174,83399949.29,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-07-31,341386363.98,-0.755702165963237,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS SELECIONADOS I,09236210000158,56756003.81,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-08-31,213573603.03,-0.734255530623662,,
D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,46450551000158,75805926.9,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-11-30,269197111.53,-0.7183999246160113,,
MONTENEGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42449510000190,630786269.37,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-11-30,1988426802.7,-0.6827711895084686,,
D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,46450551000158,269197111.53,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-10-31,816096945.05,-0.6701407680021312,,
JEITTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,36017588000133,69439673.04,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-01-31,210301915.9,-0.6698096032894962,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LIVERPOOL RESPONSABILIDADE LIMITADA,43309233000183,77961168.31,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-07-31,225741890.29,-0.6546446554077892,,
BTG EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55521594000178,593319829.67,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-10-31,1675803583.58,-0.645949062596884,,
PROUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52714676000140,95538098.11,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-08-31,244139291.3,-0.6086738123909676,,
JC 4870 V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP,26471075000144,134137221.79,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-03-31,340336967.78,-0.6058693750932495,,
PLGN MARKETPLACE FUNDO DE  INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55563624000109,126010215.23,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-06-30,318511287.13,-0.6043775516860441,,
ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,11888461000169,231895575.9,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,570168900.86,-0.5932861726582666,,
PCS II PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,47463381000109,156921626.7,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,382431284.86,-0.5896736671074239,,
JIVE ALM CP FIDC DE RESP ILIMITADA,61641236000100,106041190.78,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-12-31,253255406.14,-0.5812875531613321,,
PS PLGN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60412619000135,120362251.78,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-07-31,278110478.27,-0.5672142505067793,,
BLC II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,28153046000160,638780306.61,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-03-31,1428536285.24,-0.5528427851570586,,
CIB-K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,48357568000190,591314819.0,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-09-30,1294393408.25,-0.5431722571892199,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR IV,51983832000106,520806769.33,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-05-31,1108223651.87,-0.5300526491640938,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS CONSIGNADO,34096044000189,276631731.67,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2025-09-30,575537492.58,-0.5193506326930595,,
IS GREEN SOLFÁCIL VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,57028406000108,211117061.49,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-07-31,437421807.29,-0.5173604562654223,,
IS GREEN SOLFÁCIL VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,57028406000108,466847905.01,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-05-31,941897407.62,-0.504353763761132,,
JUST TEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,44680409000171,200183472.56,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-07-31,403020270.2,-0.5032918010286223,,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AMETISTA II - RESPONSABILIDADE LIMITADA,55633169000170,140063628.33,,,,RF4 queda de PL > 50% m/m (12m),,,,,,,2026-06-30,281120745.91,-0.5017670151784495,,
DRIVER BRASIL SIX BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS - RESPONSABILIDADE LIMITADA,50114948000146,1934784988.69,,,92.44,RF5 crescimento >150% em 12m + cedente >=80%,,,,,,,,,,73769900.62,25.227295583009827
FIDC BV AUTO II SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,60598366000136,1013813788.76,,,98.57,RF5 crescimento >150% em 12m + cedente >=80%,,,,,,,,,,252618316.17,3.013223602035856
TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50327909000127,907215866.55,,,87.01,RF5 crescimento >150% em 12m + cedente >=80%,,,,,,,,,,127172108.46,6.133764451466577
INSS SOLIS ITER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55581400000120,517208086.1,,,88.95,RF5 crescimento >150% em 12m + cedente >=80%,,,,,,,,,,170395463.44,2.0353395311027187
MTR CRÉDITOS SELECIONADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITA,60327212000100,269572747.06,,,80.14,RF5 crescimento >150% em 12m + cedente >=80%,,,,,,,,,,57291529.42,3.70528103873405
CONECTEPAG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,57182268000109,240719392.06,,,93.07,RF5 crescimento >150% em 12m + cedente >=80%,,,,,,,,,,67115247.62,2.5866572887122423
